Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Ali → Chris,"Old Guard, The (2020)",The Old Guard (2020) {imdb-tt7556122} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,4.71,1250,"Ali's version is higher quality (score: 1250 vs 1150, diff: +100)",YES,The Old Guard (2020) {imdb-tt7556122} [NF][WEBRip-1080p][EAC3 Atmos 5.1][x264]-NTb.mkv
Ali → Chris,The Last Stop in Yuma County (2024),The Last Stop in Yuma County (2024) {imdb-tt11674730} - [Bluray-1080p][DTS-HD MA 5.1][x264]-FuzerHD.mkv,11.32,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,The Last Stop in Yuma County (2024) {imdb-tt11674730} [AMZN MA][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv
Ali → Chris,"Good Nurse, The (2022)",The.Good.Nurse.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.HDR.H.265-FLUX.mkv,2.21,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Good Nurse (2022) {imdb-tt4273800} [NF][WEBDL-1080p][EAC3 Atmos 5.1][HEVC]-NPMS.mkv
Ali → Chris,White Noise (2022),White.Noise.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv,3.99,1350,"Ali's version is higher quality (score: 1350 vs 1250, diff: +100)",YES,White Noise (2022) {imdb-tt6160448} [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv
Ali → Chris,Tango & Cash (1989),Tango and Cash (1989) {imdb-tt0098439} [Bluray-1080p][TrueHD 5.1][x264]-decatora27.mkv,6.63,1550,"Ali's version is higher quality (score: 1550 vs 1400, diff: +150)",YES,Tango & Cash (1989) {imdb-tt0098439} [Bluray-1080p][AC3 5.1][x264].mkv
Ali → Chris,The 430 Movie (2024),The 430 Movie (2024) {imdb-tt28658276} [Bluray-1080p][TrueHD Atmos 7.1][x264]-PiGNUS.mkv,9.60,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,The 430 Movie (2024) {imdb-tt28658276} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv
Ali → Chris,Joyeux Noel (2005),Joyeux Noel (2005) {imdb-tt0424205} [Bluray-1080p][EAC3 5.1][x264]-SbR.mkv,11.91,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Joyeux Noel (2005) {imdb-tt0424205} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv
Ali → Chris,"Lion King 1½, The (2004)",The.Lion.King.1½.Hakuna.Matata.2004.BluRay.1080p.x264.DTS-HDMaNiAcS.mkv,4.87,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,The Lion King 1½ (2004) {imdb-tt0318403} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
Ali → Chris,Asphalt City (2024),Asphalt City (2024) {imdb-tt9663896} [Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv,10.02,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Asphalt City (2024) {imdb-tt9663896} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Fast & Furious Presents Hobbs & Shaw (2019),Fast.Furious.Presents.Hobbs.Shaw.2019.1080p.BluRay.DD+7.1.x264-DON.mkv,15.26,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Fast & Furious Presents Hobbs & Shaw (2019) {imdb-tt6806448} [WEBDL-1080p][AC3 2.0][h264].mkv
Ali → Chris,London Calling (2025),London Calling (2025) {imdb-tt30425872} - [Bluray-1080p][DTS-HD MA 5.1][x264]-JustWatch.mkv,18.45,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,London Calling (2025) {imdb-tt30425872} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,The Hangover Part II (2011),The Hangover.Part.II.2011.Bluray.1080p.DTSMA.dxva.x264-FraMeSToR.mkv,12.08,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,The Hangover Part II (2011) {imdb-tt1411697} [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv
Ali → Chris,Kingpin (1996),Kingpin (1996) {imdb-tt0116778} {edition-Theatrical Cut} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-HiDt.mkv,20.97,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Kingpin (1996) {imdb-tt0116778} {edition-Extended Cut} [Bluray-1080p Proper][AC3 5.1][x264]-BHDStudio.mp4
Ali → Chris,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn) (2020),Birds of Prey and the Fantabulous Emancipation of One Harley Quinn (2020) {imdb-tt7713068} [Bluray-1080p][HDR10Plus][EAC3 7.1][x265]-D-Z0N3.mkv,12.96,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn) (2020) {imdb-tt7713068} [WEBDL-1080p][EAC3 Atmos 5.1][h264].mkv
Ali → Chris,Dunkirk (2017),Dunkirk (2017) {imdb-tt5013056} {edition-Imax} [Bluray-1080p][DV HDR10Plus][EAC3 Atmos 5.1][x265]-SM737.mkv,7.68,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Dunkirk (2017) {imdb-tt5013056} [Bluray-1080p][DTS-HD MA 5.1][x264].mkv
Ali → Chris,About Fate (2022),About Fate (2022) {imdb-tt14456350} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-SMURF.mkv,4.97,1250,"Ali's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,About Fate (2022) {imdb-tt14456350} [WEBDL-1080p][AC3 5.1][h264]-CMRG.mkv
Ali → Chris,Candyman (1992),Candyman.1992.1080p.UHD.BluRay.DD+7.1.HDR.x265-ZQ.mkv,20.77,2200,"Ali's version is higher quality (score: 2200 vs 1450, diff: +750)",YES,Candyman (2021) {imdb-tt9347730} [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv
Ali → Chris,Moonfall (2022),Moonfall 2022 1080p UHD BluRay DD+7.1 DoVi x265-DON.mkv,13.99,2100,"Ali's version is higher quality (score: 2100 vs 1250, diff: +850)",YES,Moonfall (2022) {imdb-tt5834426} [WEBDL-1080p][EAC3 5.1][x264]-EVO.mkv
Ali → Chris,"Warrant, The (2020)",The Warrant (2020) {imdb-tt10880084} [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,11.26,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Warrant (2020) {imdb-tt10880084} [WEBDL-1080p][EAC3 5.1][h264]-NTG.mkv
Ali → Chris,Hatchet (2006),Hatchet (2006) {imdb-tt0422401} - {edition-Unrated} [Bluray-1080p][TrueHD 5.1][x264]-MaG.mkv,8.61,1550,"Ali's version is higher quality (score: 1550 vs 1400, diff: +150)",YES,Hatchet (2006) {imdb-tt0422401} {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-MaG.mkv
Ali → Chris,The Crow (1994),The Crow (1994) {imdb-tt0109506} - {edition-Remastered} [4K Remaster][Bluray-1080p][EAC3 5.1][x264]-MainFrame.mkv,11.04,1950,"Ali's version is higher quality (score: 1950 vs 1730, diff: +220)",YES,The Crow (1994) {imdb-tt0109506} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-BV.mkv
Ali → Chris,Mean Girls (2004),Mean Girls (2004) {imdb-tt0377092} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-LEGi0N.mkv,12.67,1730,"Ali's version is higher quality (score: 1730 vs 1550, diff: +180)",YES,Mean Girls (2024) {imdb-tt11762114} [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv
Ali → Chris,Bruised (2021),Bruised (2020) {imdb-tt8310474} [NF][WEBDL-1080p][HDR10][EAC3 Atmos 5.1][HEVC]-TEPES.mkv,5.77,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Bruised (2020) {imdb-tt8310474} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-EVO.mkv
Ali → Chris,The Land Before Time (1988),The Land Before Time (1988) {imdb-tt0095489} - [Bluray-1080p][DTS 5.1][x264]-SiNNERS.mkv,4.37,1300,"Ali's version is higher quality (score: 1300 vs 1180, diff: +120)",YES,The Land Before Time (1988) {imdb-tt0095489} [WEBDL-1080p][AAC 2.0][h264]-PiTBULL.mkv
Ali → Chris,Ticket to Paradise (2022),Ticket to Paradise (2022) {imdb-tt14109724} [Bluray-1080p][TrueHD Atmos 7.1][x264]-PirateM.mkv,8.40,1550,"Ali's version is higher quality (score: 1550 vs 1450, diff: +100)",YES,Ticket to Paradise (2022) {imdb-tt14109724} [Bluray-1080p][EAC3 7.1][x264]-PTer.mkv
Ali → Chris,Amsterdam (2022),Amsterdam 2022 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv,18.39,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Amsterdam (2022) {imdb-tt10304142} [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv
Ali → Chris,Lock Up (1989),Lock Up (1989) {imdb-tt0097770} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,14.99,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Lock Up (1989) {imdb-tt0097770} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Zookeeper (2011),Zookeeper (2011) {imdb-tt1222817} [Bluray-1080p][EAC3 5.1][x264]-Spyfox.mkv,7.39,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Zookeeper (2011) {imdb-tt1222817} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
Ali → Chris,Angels & Demons (2009),Angels.&.Demons.2009.1080p.UHD.BluRay.DD+7.1.HDR.x265-CtrlHD.mkv,15.82,2200,"Ali's version is higher quality (score: 2200 vs 1750, diff: +450)",YES,Angels & Demons (2009) {imdb-tt0808151} [Bluray-1080p][HDR10][EAC3 7.1][x265]-CtrlHD.mkv
Ali → Chris,Starve Acre (2024),Starve Acre (2024) {imdb-tt17521612} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,7.31,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Starve Acre (2024) {imdb-tt17521612} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv
Ali → Chris,Charlie and the Chocolate Factory (2005),Charlie and the Chocolate Factory (2005) {imdb-tt0367594} [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,12.73,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Charlie and the Chocolate Factory (2005) {imdb-tt0367594} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Weird The Al Yankovic Story (2022),Weird The Al Yankovic Story (2022) {imdb-tt17076046} - [Hybrid][Bluray-1080p Proper][EAC3 5.1][x264]-PTer.mkv,14.38,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Weird The Al Yankovic Story (2022) {imdb-tt17076046} [WEBDL-1080p][AC3 5.1][h264]-SMURF.mkv
Ali → Chris,Terrifier (2016),Terrifier (2018) {imdb-tt4281724} {edition-Uncut} [Bluray-1080p][HDR10][EAC3 5.1][x265]-SQS.mkv,6.75,1750,"Ali's version is higher quality (score: 1750 vs 1400, diff: +350)",YES,Terrifier (2018) {imdb-tt4281724} {edition-Uncut} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4
Ali → Chris,Abominable (2019),Abominable (2019) {imdb-tt6324278} [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,10.73,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Abominable (2006) {imdb-tt0402743} [Bluray-1080p][DTS 5.1][x264]-MaG.mkv
Ali → Chris,Next Goal Wins (2023),Next Goal Wins (2023) {imdb-tt10767052} [Bluray-1080p][EAC3 5.1][x264]-CZLK.mkv,11.96,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Next Goal Wins (2023) {imdb-tt10767052} [WEBDL-1080p Proper][EAC3 5.1][x264]-FLUX.mkv
Ali → Chris,Max Payne (2008),Max Payne (2008) {imdb-tt0467197} {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,9.07,1300,"Ali's version is higher quality (score: 1300 vs 1050, diff: +250)",YES,Max Payne (2008) {imdb-tt0467197} [Bluray-720p][DTS 5.1][x264].mkv
Ali → Chris,Fatherhood (2021),Fatherhood.2021.1080p.BluRay.DDP5.1.x264-iFT.mkv,13.59,1400,"Ali's version is higher quality (score: 1400 vs 1250, diff: +150)",YES,Fatherhood (2021) {imdb-tt4733624} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-EVO.mkv
Ali → Chris,Hard Candy (2005),Hard Candy 2005 1080p BluRay DD5.1 x264-RDK123.mkv,9.64,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Hard Candy (2005) {imdb-tt0424136} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Umma (2022),Umma.2022.1080p.BluRay.DDP5.1.x264-iFT.mkv,7.73,1400,"Ali's version is higher quality (score: 1400 vs 1200, diff: +200)",YES,Umma (2022) {imdb-tt13235822} [MA][WEBDL-1080p][AC3 5.1][h265]-RUMOUR.mkv
Ali → Chris,Creation of the Gods I Kingdom of Storms (2023),Creation of the Gods I Kingdom of Storms (2023) {imdb-tt6979756} [Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv,13.62,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Creation of the Gods I Kingdom of Storms (2023) {imdb-tt6979756} [WEBDL-1080p][EAC3 2.0][h264]-AOC.mp4
Ali → Chris,Champions (2023),Champions (2023) {imdb-tt15339570} - [Bluray-1080p][EAC3 5.1][x264]-HiDt.mkv,12.36,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Champions (2023) {imdb-tt15339570} [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Ali → Chris,The Faculty (1998),The Faculty (1998) {imdb-tt0133751} [Bluray-1080p Proper][DV HDR10][EAC3 5.1][x265]-SQS.mkv,5.42,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,The Faculty (1998) {imdb-tt0133751} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv
Ali → Chris,Pirates of the Caribbean - Dead Man's Chest (2006),Pirates of the Caribbean Dead Mans Chest (2006) {imdb-tt0383574} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-BNL.mkv,14.99,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Pirates of the Caribbean Dead Man's Chest (2006) {imdb-tt0383574} [Bluray-1080p][AC3 5.1][x264].mkv
Ali → Chris,Vice (2018),Vice.2018.1080p.BluRay.DDP5.1.x264-decibeL.mkv,19.56,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Vice (2018) {imdb-tt6266538} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,The Lord of the Rings The War of the Rohirrim (2024),The Lord of the Rings The War of the Rohirrim (2024) {imdb-tt14824600} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,8.12,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Lord of the Rings The War of the Rohirrim (2024) {imdb-tt14824600} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Ali → Chris,Iron Man 2 (2010),Iron Man 2 (2010) {imdb-tt1228705} [Bluray-1080p][HDR10][EAC3 Atmos 7.1][x265]-NCmt.mkv,12.12,1750,"Ali's version is higher quality (score: 1750 vs 1100, diff: +650)",YES,Iron Man 2 (2010) {imdb-tt1228705} {edition-Open Matte} [WEBDL-1080p][DTS 5.1][x264].mkv
Ali → Chris,Crimes of the Future (2022),Crimes.of.the.Future.2022.1080p.BluRay.DD+5.1.x264-iFT.mkv,10.10,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Crimes of the Future (2022) {imdb-tt14549466} [WEBDL-1080p][AC3 5.1][h264]-CMRG.mkv
Ali → Chris,Once Upon a Time in the West (1968),Once Upon a Time in the West (1968) {imdb-tt0064116} [Bluray-1080p Proper][DV HDR10][EAC3 5.1][x265]-DON.mkv,21.57,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Once Upon a Time in the West (1968) {imdb-tt0064116} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,The Holdovers (2023),The Holdovers (2023) {imdb-tt14849194} [Bluray-1080p Proper][EAC3 3.0][x264]-HiDt.mkv,19.30,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Holdovers (2023) {imdb-tt14849194} [MA][WEBDL-1080p][EAC3 5.1][x264]-FLUX.mkv
Ali → Chris,"Accountant 2, The (2025)",The Accountant² (2025) {imdb-tt7068946} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,19.50,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,The Accountant² (2025) {imdb-tt7068946} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-WADU.mkv
Ali → Chris,Den of Thieves 2 Pantera (2025),Den of Thieves 2 Pantera (2025) {imdb-tt8008948} [Bluray-1080p][TrueHD Atmos 7.1][x264]-ROEN.mkv,20.75,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Den of Thieves 2 Pantera (2025) {imdb-tt8008948} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv
Ali → Chris,Percy Jackson - Sea of Monsters (2013),Percy.Jackson.Sea.of.Monsters.2013.BluRay.1080p.DTS-ES.x264.D-Z0N3.mkv,13.72,1300,"Ali's version is higher quality (score: 1300 vs 800, diff: +500)",YES,Percy Jackson Sea of Monsters (2013) {imdb-tt1854564} [HDTV-1080p][DTS 5.1][x264].mkv
Ali → Chris,Wrong Turn (2021),Wrong Turn (2021) {imdb-tt9110170} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,15.20,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Wrong Turn (2021) {imdb-tt9110170} [Bluray-1080p][DTS-HD MA 5.1][x264]-MTeam.mkv
Ali → Chris,Wish (2023),Wish (2023) {imdb-tt11304740} [Bluray-1080p][DTS-HD MA 7.1][x264]-PiGNUS.mkv,8.70,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Wish (2023) {imdb-tt11304740} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Ali → Chris,DC League of Super-Pets (2022),DC.League.of.Super-Pets.2022.1080p.BluRay.DD+7.1.x264-iFT.mkv,13.09,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,DC League of Super-Pets (2022) {imdb-tt8912936} [HMAX][WEBDL-1080p][AC3 5.1][x264]-DKV.mkv
Ali → Chris,South Park Post COVID The Return of COVID (2021),South Park Post COVID The Return of COVID (2021) {imdb-tt16375288} - [Bluray-1080p][DTS 5.1][x264]-MgB.mkv,4.31,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,South Park Post COVID The Return of COVID (2021) {imdb-tt16375288} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv
Ali → Chris,The Count of Monte-Cristo (2024),The Count of Monte Cristo (2024) {imdb-tt26446278} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv,21.23,1730,"Ali's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,The Count of Monte-Cristo (2024) {imdb-tt26446278} [Bluray-1080p][EAC3 7.1][x264]-SPHD.mkv
Ali → Chris,"Nice Guys, The (2016)",The Nice Guys (2016) {imdb-tt3799694} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-ATELiER.mkv,14.08,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,The Nice Guys (2016) {imdb-tt3799694} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Ali → Chris,One Magic Christmas (1985),One Magic Christmas (1985) {imdb-tt0089731} - [DSNP][WEBDL-1080p][EAC3 5.1][h264]-playWEB.mkv,4.68,1250,"Ali's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,One Magic Christmas (1985) {imdb-tt0089731} [WEBDL-1080p][AC3 5.1][h264]-OOO.mkv
Ali → Chris,Star Trek (2009),Star Trek (2009) {imdb-tt0796366} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,9.50,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Star Trek (2009) {imdb-tt0796366} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Justice League Dark Apokolips War (2020),Justice League Dark Apokolips War (2020) {imdb-tt11079148} - [Bluray-1080p][EAC3 5.1][x264]-EwT.mkv,6.25,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Justice League Dark Apokolips War (2020) {imdb-tt11079148} [WEBDL-1080p][AC3 5.1][x264].mkv
Ali → Chris,You Only Live Twice (1967),You Only Live Twice (1967) {imdb-tt0062512} [Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-HiDt.mkv,20.03,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,You Only Live Twice (1967) {imdb-tt0062512} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,The Boogeyman (2023),The Boogeyman (2023) {imdb-tt3427252} - [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,10.48,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Boogeyman (2023) {imdb-tt3427252} [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Ali → Chris,Jujutsu Kaisen 0 (2021),Jujutsu Kaisen 0 (2021) {imdb-tt14331144} [Bluray-1080p][AC3 5.1][x264]-WiKi.mkv,10.49,1400,"Ali's version is higher quality (score: 1400 vs 1180, diff: +220)",YES,Jujutsu Kaisen 0 (2021) {imdb-tt14331144} [WEBDL-1080p Proper][AAC 2.0][x264]-Kitsune.mkv
Ali → Chris,The Fix (2024),The Fix (2024) {imdb-tt10284944} - [Bluray-1080p][DTS-HD MA 5.1][x264]-GeneMige.mkv,11.04,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,The Fix (2024) {imdb-tt10284944} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv
Ali → Chris,Those Who Wish Me Dead (2021),Those.Who.Wish.Me.Dead.2021.1080p.BluRay.DD+5.1.x264-iFT.mkv,13.38,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Those Who Wish Me Dead (2021) {imdb-tt3215824} [HMAX][WEBDL-1080p][AC3 5.1][x264]-CMRG.mkv
Ali → Chris,Broken Arrow (1996),Broken Arrow (1996) {imdb-tt0115759} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,8.07,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Broken Arrow (1996) {imdb-tt0115759} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,"Man Called Otto, A (2022)",A Man Called Otto (2022) {imdb-tt7405458} - [Bluray-1080p][EAC3 5.1][x264]-HiDt.mkv,14.68,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,A Man Called Otto (2022) {imdb-tt7405458} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-CMRG.mkv
Ali → Chris,"Fox and the Hound, The (1981)",The Fox and the Hound (1981) {imdb-tt0082406} [Bluray-1080p][EAC3 5.1][AV1]-TiZU.mkv,8.86,1700,"Ali's version is higher quality (score: 1700 vs 1300, diff: +400)",YES,The Fox and the Hound (1981) {imdb-tt0082406} [Bluray-1080p][DTS-HD MA 5.1][x265]-HD.mkv
Ali → Chris,Us Again (2021),Us Again (2021) {imdb-tt14062858} [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv,0.49,1400,"Ali's version is higher quality (score: 1400 vs 1180, diff: +220)",YES,Us Again (2021) {imdb-tt14062858} [WEBDL-1080p][AAC 2.0][h264]-Instinctive.mkv
Ali → Chris,"Wizard of Oz, The (1939)",The Wizard of Oz (1939) {imdb-tt0032138} - [Bluray-1080p][EAC3 5.1][DV HDR10Plus][x265]-c0kE.mkv,16.08,1730,"Ali's version is higher quality (score: 1730 vs 1550, diff: +180)",YES,The Wizard of Oz (1939) {imdb-tt0032138} [Bluray-1080p][HDR10Plus][EAC3 5.1][x265]-D-Z0N3.mkv
Ali → Chris,"Sisters Brothers, The (2018)",The Sisters Brothers (2018) {imdb-tt4971344} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-PTer.mkv,15.93,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,The Sisters Brothers (2018) {imdb-tt4971344} [Bluray-1080p][DTS 5.1][x264]-RightSiZE.mkv
Ali → Chris,The Place Beyond the Pines (2012),The Place Beyond the Pines (2013) {imdb-tt1817273} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-HiDt.mkv,19.77,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,The Place Beyond the Pines (2013) {imdb-tt1817273} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv
Ali → Chris,Wonder (2017),Wonder.2017.1080p.UHD.BluRay.DDP.7.1.HDR.x265.D-Z0N3.mkv,10.72,2150,"Ali's version is higher quality (score: 2150 vs 1750, diff: +400)",YES,Wonder (2017) {imdb-tt2543472} [Bluray-1080p][HDR10][EAC3 7.1][x265]-D-Z0N3.mkv
Ali → Chris,Past Lives (2023),Past Lives (2023) {imdb-tt13238346} [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,15.71,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Past Lives (2023) {imdb-tt13238346} [Bluray-1080p][DTS-HD MA 5.1][h264]-RiSEHD.mkv
Ali → Chris,The Amateur (2025),The Amateur (2025) {imdb-tt0899043} [Hybrid][Bluray-1080p][DV HDR10Plus][EAC3 Atmos 5.1][x265]-HiDt.mkv,13.62,1730,"Ali's version is higher quality (score: 1730 vs 1250, diff: +480)",YES,The Amateur (2025) {imdb-tt0899043} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-HONE.mkv
Ali → Chris,Hatching (2022),Hatching (2022) {imdb-tt12519030} - [Bluray-1080p][EAC3 5.1][x264]-SbR.mkv,11.80,1450,"Ali's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Hatching (2022) {imdb-tt12519030} [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv
Ali → Chris,Flight Risk (2025),Flight Risk (2025) {imdb-tt10078772} [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,15.48,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Flight Risk (2025) {imdb-tt10078772} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv
Ali → Chris,Indiana Jones 5 (2023),Indiana Jones and the Dial of Destiny (2023) {imdb-tt1462764} [Bluray-1080p][EAC3 Atmos 5.1][x264]-ARTiCUN0.mkv,15.78,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Indiana Jones and the Dial of Destiny (2023) {imdb-tt1462764} [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv
