Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Ali → Chris,Shelter (2014),Shelter (2014) {imdb-tt3136112} - [Bluray-1080p][DTS-HD MA 5.1][x264]-DON.mkv,8.56,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Shelter (2014) {imdb-tt3136112} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv
Ali → Chris,Jumanji (1995),Jumanji (1995) {imdb-tt0113497} [Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-SM737.mkv,5.92,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Jumanji (1995) {imdb-tt0113497} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv
Ali → Chris,Alvin and the Chipmunks (2007),Alvin.and.the.Chipmunks.2007.BluRay.1080p.DTS-HD.MA.5.1.x264.dxva-FraMeSToR.mkv,11.59,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,Alvin and the Chipmunks (2007) {imdb-tt0952640} [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv
Ali → Chris,Snake Eyes (1998),Snake Eyes (1998) {imdb-tt0120832} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-SM737.mkv,5.48,1730,"Ali's version is higher quality (score: 1730 vs 1150, diff: +580)",YES,Snake Eyes (1998) {imdb-tt0120832} [Bluray-720p][AC3 5.1][x264].mkv
Ali → Chris,"Layover, The (2017)",The Layover (2017) {imdb-tt4565520} [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,9.78,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,The Layover (2017) {imdb-tt4565520} [WEBDL-1080p][EAC3 5.1][h264].mkv
Ali → Chris,Death Wish (2018),Death Wish (2018) {imdb-tt1137450} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-EXCISION.mkv,9.44,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Death Wish (1974) {imdb-tt0071402} {edition-Remastered} [Bluray-1080p][DTS-HD MA 5.1][x264]-PiGNUS.mkv
Ali → Chris,Absolute Power (1997),Absolute.Power.1997.1080p.BluRay.DDP.5.1.x264-BBAD.mkv,11.07,1400,"Ali's version is higher quality (score: 1400 vs 800, diff: +600)",YES,Absolute Power (1997) {imdb-tt0118548} [HDTV-1080p][DTS 5.1][x264].mkv
Ali → Chris,Lore (2012),Lore (2012) {imdb-tt1996310} [Bluray-1080p][DTS-HD MA 5.1][x264]-MonteDiaz.mkv,11.78,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Lore (2024) {imdb-tt13130838} [WEBDL-1080p][EAC3 2.0][h264]-BobDobbs.mkv
Ali → Chris,Dumb and Dumber (1994),Dumb and Dumber (1994) {imdb-tt0109686} {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,10.00,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Dumb and Dumber (1994) {imdb-tt0109686} {edition-Theatrical Cut} [AMZN][WEBDL-1080p][EAC3 2.0][x264]-KADENZZA.mkv
Ali → Chris,"First Purge, The (2018)",The.First.Purge.2018.1080p.UHD.BluRay.DD+7.1.HDR.x265-CtrlHD.mkv,9.21,2200,"Ali's version is higher quality (score: 2200 vs 1750, diff: +450)",YES,The First Purge (2018) {imdb-tt6133466} [Bluray-1080p][HDR10][EAC3 Atmos 7.1][x265]-CtrlHD.mkv
Ali → Chris,Birth Rebirth (2023),Birth Rebirth (2023) {imdb-tt9048804} [Bluray-1080p][EAC3 5.1][x264]-ATELiER.mkv,12.13,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Birth+Rebirth (2023) {imdb-tt9048804} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Puss in Boots The Last Wish (2022),Puss in Boots The Last Wish (2022) {imdb-tt3915174} [Bluray-1080p][EAC3 Atmos 7.1][x264]-SPHD.mkv,10.43,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Puss in Boots The Last Wish (2022) {imdb-tt3915174} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv
Ali → Chris,Frankenweenie (2012),Frankenweenie.2012.1080p.BluRay.DTS.x264-decibeL.mkv,10.62,1300,"Ali's version is higher quality (score: 1300 vs 800, diff: +500)",YES,Frankenweenie (2012) {imdb-tt1142977} [HDTV-1080p][DTS 5.1][x264].mkv
Ali → Chris,God Is a Bullet (2023),God Is a Bullet (2023) {imdb-tt14270702} [Bluray-1080p][DTS 5.1][x264]-PANAM.mkv,8.77,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,God Is a Bullet (2023) {imdb-tt14270702} {edition-Uncut} [WEBDL-1080p][EAC3 5.1][h264]-BobDobbs.mkv
Ali → Chris,Ghosts of the Abyss (2003),Ghosts of the Abyss (2003) {imdb-tt0297144} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,11.09,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Ghosts of the Abyss (2003) {imdb-tt0297144} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,TRON Legacy (2010),TRON Legacy (2010) {imdb-tt1104001} - {edition-IMAX} [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-HiDt.mkv,21.04,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,TRON Legacy (2010) {imdb-tt1104001} [Bluray-1080p Proper][DTS 5.1][x264].mkv
Ali → Chris,Your Lucky Day (2023),Your Lucky Day (2023) {imdb-tt16424988} [Bluray-1080p][EAC3 5.1][x264]-chr00t.mkv,8.61,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Your Lucky Day (2023) {imdb-tt16424988} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,South Park Joining the Panderverse (2023),South Park Joining the Panderverse (2023) {imdb-tt29474455} [Bluray-1080p][TrueHD 5.1][h264]-MiMESiS.mkv,14.25,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,South Park Joining the Panderverse (2023) {imdb-tt29474455} [AMZN][WEBDL-1080p Proper][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,"Noel Diary, The (2022)",The Noel Diary (2022) {imdb-tt13007592} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3.95,1250,"Ali's version is higher quality (score: 1250 vs 1080, diff: +170)",YES,The Noel Diary (2022) {imdb-tt13007592} [WEBRip-1080p][AAC 5.1][x264]-LAMA.mp4
Ali → Chris,Twisters (2024),Twisters (2024) {imdb-tt12584954} [Bluray-1080p][TrueHD Atmos 7.1][x264]-PirateM.mkv,16.95,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Twisters (2024) {imdb-tt12584954} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Ali → Chris,In a World. (2013),In a World. (2013) {imdb-tt2294677} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,9.72,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,In a World. (2013) {imdb-tt2294677} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Oblivion (2013),Oblivion (2013) {imdb-tt1483013} [Bluray-1080p][DTS 5.1][x264]-EbP.mkv,15.53,1300,"Ali's version is higher quality (score: 1300 vs 1100, diff: +200)",YES,Oblivion (2013) {imdb-tt1483013} {edition-Open Matte} [WEBDL-1080p][DTS 5.1][x264].mkv
Ali → Chris,Tooth Fairy (2010),Tooth Fairy (2010) {imdb-tt0808510} - [Bluray-1080p][AC3 5.1][x264]-CRiSC.mkv,11.66,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Tooth Fairy (2010) {imdb-tt0808510} [Bluray-1080p][DTS-HD MA 5.1][h264]-BUTTLERZ.mkv
Ali → Chris,It's a Wonderful Life (1946),Its.a.Wonderful.Life.1946.1080p.UHD.BluRay.FLAC.2.0.DoVi.HDR.x265-PTer.mkv,16.82,1950,"Ali's version is higher quality (score: 1950 vs 1580, diff: +370)",YES,It's a Wonderful Life (1946) {imdb-tt0038650} [Bluray-1080p][DV HDR10][FLAC 2.0][x265]-PTer.mkv
Ali → Chris,Cinderella (2015),Cinderella.2015.1080p.UHD.BluRay.DD+7.1.HDR.x265-SA89.mkv,15.45,2200,"Ali's version is higher quality (score: 2200 vs 1250, diff: +950)",YES,Cinderella (2021) {imdb-tt10155932} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv
Ali → Chris,Risky Business (1983),Risky Business (1983) {imdb-tt0086200} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-PTer.mkv,15.57,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Risky Business (1983) {imdb-tt0086200} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Bad Education (2019),Bad.Education.2019.1080p.BluRay.DD+5..1.x264-iFT.mkv,16.36,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Bad Education (2019) {imdb-tt8206668} [WEBDL-1080p][EAC3 5.1][h264]-SECRECY.mkv
Ali → Chris,Thir13en Ghosts (2001),Thir13en Ghosts 2001 BluRay 1080p DTS-HD MA 5.1 x264 dxva-FraMeSToR.mkv,8.80,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Thir13en Ghosts (2001) {imdb-tt0245674} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-YUUNMY.mkv
Ali → Chris,Barbie (2023),Barbie (2023) {imdb-tt1517268} [Bluray-1080p][TrueHD Atmos 7.1][x264]-PirateM.mkv,9.83,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Barbie (2023) {imdb-tt1517268} [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Ali → Chris,"Last of the Mohicans, The (1992)",The Last of the Mohicans (1992) {imdb-tt0104691} - {edition-Directors} [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,17.49,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,The Last of the Mohicans (1992) {imdb-tt0104691} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv
Ali → Chris,"Sting, The (1973)",The Sting (1973) {imdb-tt0070735} [Bluray-1080p Proper][HDR10][EAC3 5.1][x265]-c0kE.mkv,28.92,1750,"Ali's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,The Sting (1973) {imdb-tt0070735} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv
Ali → Chris,"Woman King, The (2022)",The Woman King 2022 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv,18.67,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,The Woman King (2022) {imdb-tt8093700} [WEBDL-1080p][EAC3 5.1][x264]-EVO.mkv
Ali → Chris,War (2007),War (2007) {imdb-tt0499556} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv,13.27,1300,"Ali's version is higher quality (score: 1300 vs 1200, diff: +100)",YES,War (2007) {imdb-tt0499556} [HMAX][WEBDL-1080p][AC3 5.1][x264]-DKV.mkv
Ali → Chris,Snow White and the Seven Dwarfs (1937),Snow White and the Seven Dwarfs (1938) {imdb-tt0029583} [Bluray-1080p][EAC3 7.1][x264]-c0kE.mkv,12.16,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Snow White and the Seven Dwarfs (1937) {imdb-tt0029583} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Daddys Head (2024),Daddys Head (2024) {imdb-tt26682012} [Bluray-1080p][DTS-HD MA 5.1][x264]-GUACAMOLE.mkv,6.86,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Daddy's Head (2024) {imdb-tt26682012} [WEBDL-1080p][EAC3 5.1][h264]-SoundsDirty.mkv
Ali → Chris,The Home (2025),The Home (2025) {imdb-tt17023012} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-HiDt.mkv,14.53,1450,"Ali's version is higher quality (score: 1450 vs 1180, diff: +270)",YES,The Home (2025) {imdb-tt17023012} - [AMZN][WEBDL-1080p][AAC 2.0][h264]-jklink1.mkv
Ali → Chris,Sicario (2015),Sicario (2015) {imdb-tt3397884} - [Bluray-1080p Proper][EAC3 Atmos 5.1][DV HDR10Plus][x265]-SM737.mkv,6.59,1730,"Ali's version is higher quality (score: 1730 vs 900, diff: +830)",YES,Sicario (2015) {imdb-tt3397884} [HDTV-1080p][AC3 5.1][x264].mkv
Ali → Chris,The Mummy Returns (2001),The Mummy Returns (2001) {imdb-tt0209163} [Bluray-1080p][HDR10][EAC3 5.1][x265]-SQS.mkv,7.26,1750,"Ali's version is higher quality (score: 1750 vs 1450, diff: +300)",YES,The Mummy Returns (2001) {imdb-tt0209163} [Bluray-1080p][EAC3 7.1][x264].mkv
Ali → Chris,Halloween The Curse of Michael Myers (1995),Halloween The Curse of Michael Myers 1995 Producer's Cut 1080p BluRay DDP 5.1 DV x265-LEGi0N.mkv,17.25,1550,"Ali's version is higher quality (score: 1550 vs 1300, diff: +250)",YES,Halloween The Curse of Michael Myers (1995) {imdb-tt0113253} [Bluray-1080p][DTS 5.1][x264]-MgB.mkv
Ali → Chris,Sleeping Dogs (2024),Sleeping Dogs (2024) {imdb-tt8542964} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Replica.mkv,9.35,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Sleeping Dogs (2024) {imdb-tt8542964} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,It Chapter Two (2019),It Chapter Two 2019 1080p UHD BluRay DD+7.1 DoVi x265-DON.mkv,20.87,2100,"Ali's version is higher quality (score: 2100 vs 1200, diff: +900)",YES,It Chapter Two (2019) {imdb-tt7349950} [WEBDL-1080p][AC3 5.1][h264].mkv
Ali → Chris,Resident Evil Retribution (2012),Resident Evil Retribution 2012 1080p UHD BluRay TrueHD Atmos 7.1 DV x265-LEGi0N.mkv,16.16,2200,"Ali's version is higher quality (score: 2200 vs 1200, diff: +1000)",YES,Resident Evil Retribution (2012) {imdb-tt1855325} {edition-Open Matte} [WEBDL-1080p][AC3 5.1][x264].mkv
Ali → Chris,"Life Aquatic with Steve Zissou, The (2004)",The Life Aquatic with Steve Zissou (2004) {imdb-tt0362270} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-PTer.mkv,16.56,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,The Life Aquatic with Steve Zissou (2004) {imdb-tt0362270} [Bluray-1080p][DTS 5.1][x264]-HD4U.mkv
Ali → Chris,13 Hours The Secret Soldiers Of Benghazi (2016),13.Hours.The.Secret.Soldiers.Of.Benghazi.2016.1080p.UHD.BluRay.DD+7.1.HDR.x265-CtrlHD.mkv,15.21,2200,"Ali's version is higher quality (score: 2200 vs 1750, diff: +450)",YES,13 Hours The Secret Soldiers of Benghazi (2016) {imdb-tt4172430} [Bluray-1080p][HDR10][EAC3 7.1][x265]-CtrlHD.mkv
Ali → Chris,Vicky Cristina Barcelona (2008),Vicky Cristina Barcelona (2008) {imdb-tt0497465} - [Bluray-1080p][AC3 3.0][x264]-VietHD.mkv,11.80,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Vicky Cristina Barcelona (2008) {imdb-tt0497465} [Bluray-1080p][FLAC 3.0][x264]-PirateM.mkv
Ali → Chris,Friday the 13th (2009),Friday the 13th (2009) {imdb-tt0758746} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-SQS.mkv,6.41,1730,"Ali's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,Friday the 13th (1980) {imdb-tt0080761} {edition-Uncut} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv
Ali → Chris,San Andreas (2015),San Andreas 2015 Hybrid 1080p UHD BluRay DDP 7.1 DV x265-LEGi0N.mkv,14.99,2050,"Ali's version is higher quality (score: 2050 vs 1730, diff: +320)",YES,San Andreas (2015) {imdb-tt2126355} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-LEGi0N.mkv
Ali → Chris,The Doors (1991),The Doors (1991) {imdb-tt0101761} - {edition-Theatrical Cut} [Bluray-1080p][TrueHD Atmos 7.1][DV HDR10][x265]-PapitaHD.mkv,24.50,1830,"Ali's version is higher quality (score: 1830 vs 1300, diff: +530)",YES,The Doors (1991) {imdb-tt0101761} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Snowpiercer (2013),Snowpiercer (2013) {imdb-tt1706620} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-PTer.mkv,17.40,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Snowpiercer (2013) {imdb-tt1706620} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv
Ali → Chris,All That Breathes (2022),All That Breathes (2022) {imdb-tt16377862} [Bluray-1080p][EAC3 5.1][x264]-SoLaR.mkv,13.81,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,All That Breathes (2022) {imdb-tt16377862} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Kevin Hart What Now (2016),Kevin.Hart.What.Now.2016.BluRay.1080p.DTS-HD.MA.5.1.x264.dxva-FraMeSToR.mkv,12.87,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,Kevin Hart What Now! (2016) {imdb-tt4669186} [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv
Ali → Chris,South Park The End Of Obesity (2024),South Park The End of Obesity (2024) {imdb-tt32375562} [Bluray-1080p][TrueHD 5.1][h264]-MiMESiS.mkv,14.88,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,South Park The End of Obesity (2024) {imdb-tt32375562} [WEBDL-1080p][EAC3 5.1][h264]-thistlequokkaofscientificchampagne.mkv
Ali → Chris,Lilo and Stitch (2002),Lilo and Stitch (2002) {imdb-tt0275847} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-SoLaR.mkv,7.00,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Lilo & Stitch (2002) {imdb-tt0275847} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv
Ali → Chris,Venom Let There Be Carnage (2021),Venom Let There Be Carnage (2021) {imdb-tt7097896} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-c0kE.mkv,11.51,1730,"Ali's version is higher quality (score: 1730 vs 1250, diff: +480)",YES,Venom Let There Be Carnage (2021) {imdb-tt7097896} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv
Ali → Chris,Arcadian (2024),Arcadian (2024) {imdb-tt22939186} [Bluray-1080p][EAC3 Atmos 5.1][x264]-BiTOR.mkv,8.67,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Arcadian (2024) {imdb-tt22939186} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Fear the Night (2023),Fear the Night (2023) {imdb-tt19848268} [Bluray-1080p][DTS-HD MA 5.1][x264]-GUACAMOLE.mkv,6.12,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Fear the Night (2023) {imdb-tt19848268} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FGRADE.mkv
Ali → Chris,The Little Mermaid (2023),The Little Mermaid (2023) {imdb-tt5971474} [Bluray-1080p][EAC3 7.1][x264]-SbR.mkv,16.90,1450,"Ali's version is higher quality (score: 1450 vs 1100, diff: +350)",YES,The Little Mermaid (1989) {imdb-tt0097757} [WEBDL-1080p][PCM 2.0][x264].mkv
Ali → Chris,Holes (2003),Holes (2003) {imdb-tt0311289} [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,17.58,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Holes (2003) {imdb-tt0311289} [Bluray-1080p][DTS 5.1][x264]-AMIABLE.mkv
Ali → Chris,Star Wars - Episode II Attack of the Clones (2002),Star Wars Episode II Attack of the Clones (2002) {imdb-tt0121765} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-HiDt.mkv,11.26,1730,"Ali's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,Star Wars Episode II - Attack of the Clones (2002) {imdb-tt0121765} [Bluray-1080p][EAC3 7.1][x264].mkv
Ali → Chris,Season of the Witch (2011),Season.of.the.Witch.2011.1080p.BluRay.DD+5.1.x264-playHD.mkv,12.00,1450,"Ali's version is higher quality (score: 1450 vs 1130, diff: +320)",YES,Season of the Witch (2011) {imdb-tt0479997} [Bluray-720p][AAC 5.1][x264].mp4
Ali → Chris,Back to the Future (1985),Back to the Future (1985) {imdb-tt0088763} [Bluray-1080p Proper][DV HDR10Plus][FLAC 2.0][x265]-DON.mkv,22.71,1580,"Ali's version is higher quality (score: 1580 vs 1550, diff: +30)",YES,Back to the Future (1985) {imdb-tt0088763} [Bluray-1080p][HDR10Plus][EAC3 7.1][x265]-DON.mkv
Ali → Chris,Batman Returns (1992),Batman Returns (1992) {imdb-tt0103776} [Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-SQS.mkv,8.35,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Batman Returns (1992) {imdb-tt0103776} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv
Ali → Chris,Annie (2014),Annie (2014) {imdb-tt1823664} - [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,6.57,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Annie (1982) {imdb-tt0083564} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,"War at Home, The (1996)",The War at Home (1996) {imdb-tt0118117} [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4,7.16,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The War at Home (1996) {imdb-tt0118117} [Bluray-1080p][DTS 2.0][x264]-SEMTEX.mkv
Ali → Chris,Tombstone (1993),Tombstone (1993) {imdb-tt0108358} [Bluray-1080p][DV HDR10][FLAC 2.0][x265]-PapitaHD.mkv,12.83,1580,"Ali's version is higher quality (score: 1580 vs 1300, diff: +280)",YES,Tombstone (1993) {imdb-tt0108358} [Bluray-1080p][DTS-HD MA 5.1][h264].mkv
Ali → Chris,The Brutalist (2024),The Brutalist (2024) {imdb-tt8999762} [Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv,30.91,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Brutalist (2024) {imdb-tt8999762} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv
Ali → Chris,Black '47 (2018),Black.47.2018.1080p.BluRay.DTS-HD.MA.5.1.X264-iFT.mkv,11.49,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,Black '47 (2018) {imdb-tt3208026} [Bluray-1080p][DTS-HD MA 5.1][x264]-iFT.mkv
Ali → Chris,Moulin Rouge! (2001),Moulin Rouge! (2001) {imdb-tt0203009} [Remux-1080p Proper][DTS-HD MA 5.1][AVC]-FraMeSToR.mkv,23.99,1500,"Ali's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Moulin Rouge! (2001) {imdb-tt0203009} [Bluray-1080p][DTS 5.1][x264]-xander.mkv
Ali → Chris,Leave the World Behind (2023),Leave the World Behind (2023) {imdb-tt12747748} [NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][h265]-Kitsune.mkv,2.42,1530,"Ali's version is higher quality (score: 1530 vs 1250, diff: +280)",YES,Leave the World Behind (2023) {imdb-tt12747748} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Ali → Chris,Sinners (2025),Sinners (2025) {imdb-tt31193180} [Bluray-1080p][TrueHD Atmos 7.1][x264]-D3US.mkv,16.58,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Sinners (2025) {imdb-tt31193180} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-BYNDR.mkv
Ali → Chris,The Martian (2015),The Martian (2015) {imdb-tt3659388} {edition-Extended} [Bluray-1080p][HDR10][EAC3 7.1][x265]-NCmt.mkv,13.05,1750,"Ali's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,The Martian (2015) {imdb-tt3659388} {edition-Extended Cut} [Bluray-1080p][DTS 5.1][x264]-VietHD.mkv
Ali → Chris,Spy Kids (2001),Spy Kids (2001) {imdb-tt0227538} [Bluray-1080p][EAC3 5.1][x264]-Spyfox.mkv,6.38,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Spy Kids (2001) {imdb-tt0227538} [Bluray-1080p][DTS 5.1][x264]-SECTOR7.mkv
Ali → Chris,Paranormal Activity (2007),Paranormal Activity (2007) {imdb-tt1179904} - [Bluray-1080p][EAC3 7.1][x264]-j3rico.mkv,10.29,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Paranormal Activity (2007) {imdb-tt1179904} [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv
Ali → Chris,Life in a Day (2011),Life in a Day (2011) {imdb-tt1687247} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-GPRS.mkv,6.58,1250,"Ali's version is higher quality (score: 1250 vs 1180, diff: +70)",YES,A Day in the Life of America (2019) {imdb-tt9092426} [WEBDL-1080p][AAC 5.1][h264]-TRIPEL.mkv
Ali → Chris,Animal House (1978),Animal House (1978) {imdb-tt0077975} - [Bluray-1080p Proper][EAC3 7.1][HDR10][x265]-JKP.mkv,23.68,1750,"Ali's version is higher quality (score: 1750 vs 1730, diff: +20)",YES,Animal House (1978) {imdb-tt0077975} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-MovieMan.mkv
Ali → Chris,Daybreakers (2009),Daybreakers (2010) {imdb-tt0433362} [Bluray-1080p Proper][DV HDR10][EAC3 Atmos 5.1][x265]-SQS.mkv,5.66,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Daybreakers (2010) {imdb-tt0433362} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv
Ali → Chris,Den of Thieves (2018),Den of Thieves (2018) {imdb-tt1259528} {edition-Unrated} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-BRUTE.mkv,21.30,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Den of Thieves (2018) {imdb-tt1259528} {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Ali → Chris,The Eagle (2011),The Eagle (2011) {imdb-tt1034389} [Bluray-1080p][AC3 5.1][x264]-ebp.mkv,10.98,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The Eagle (2011) {imdb-tt1034389} {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
