Group,Action,File,Score,Quality,Size_GB,Path
/mnt/synology/rs-movies/Jimmy Carr Funny Business (2016),KEEP,Jimmy Carr Funny Business (2016) {tmdb-387054} - [NF][WEBDL-1080p][EAC3 5.1][x264]-12GaugeShotgun.mkv,3333,1080p/WEBDL/DD+/AVC,3.30,/mnt/synology/rs-movies/Jimmy Carr Funny Business (2016)/Jimmy Carr Funny Business (2016) {tmdb-387054} - [NF][WEBDL-1080p][EAC3 5.1][x264]-12GaugeShotgun.mkv
/mnt/synology/rs-movies/Jimmy Carr Funny Business (2016),REMOVE,Jimmy Carr Funny Business (2016) {tmdb-387054} - [WEBRip-1080p][AC3 5.1][x264]-RARBG.mkv,3099,1080p/WEBRip/DD/AVC,4.97,/mnt/synology/rs-movies/Jimmy Carr Funny Business (2016)/Jimmy Carr Funny Business (2016) {tmdb-387054} - [WEBRip-1080p][AC3 5.1][x264]-RARBG.mkv
/mnt/synology/rs-movies/Judas and the Black Messiah (2021),KEEP,Judas and the Black Messiah (2021) {tmdb-583406} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,3932,1080p/Bluray/DD+/AVC,13.29,/mnt/synology/rs-movies/Judas and the Black Messiah (2021)/Judas and the Black Messiah (2021) {tmdb-583406} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv
/mnt/synology/rs-movies/Judas and the Black Messiah (2021),REMOVE,Judas and the Black Messiah (2021) {tmdb-583406} - [WEBDL-1080p][EAC3 Atmos 5.1][h264]-naisu.mkv,3667,1080p/WEBDL/Atmos/AVC,1.77,/mnt/synology/rs-movies/Judas and the Black Messiah (2021)/Judas and the Black Messiah (2021) {tmdb-583406} - [WEBDL-1080p][EAC3 Atmos 5.1][h264]-naisu.mkv
/mnt/synology/rs-movies/Kinds of Kindness (2024),KEEP,Kinds of Kindness (2024) {tmdb-1029955} - [Bluray-1080p][EAC3 5.1][x264]-HiP.mkv,4000,1080p/Bluray/DD+/AVC,21.78,/mnt/synology/rs-movies/Kinds of Kindness (2024)/Kinds of Kindness (2024) {tmdb-1029955} - [Bluray-1080p][EAC3 5.1][x264]-HiP.mkv
/mnt/synology/rs-movies/Kinds of Kindness (2024),REMOVE,Kinds of Kindness (2024) {tmdb-1029955} - [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3735,1080p/WEBDL/Atmos/AVC,8.50,/mnt/synology/rs-movies/Kinds of Kindness (2024)/Kinds of Kindness (2024) {tmdb-1029955} - [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
/mnt/synology/rs-movies/King Arthur (2004),KEEP,King Arthur (2004) {tmdb-9477} - {edition-Director's Cut} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,4015,1080p/Bluray/DTS/AVC,16.58,/mnt/synology/rs-movies/King Arthur (2004)/King Arthur (2004) {tmdb-9477} - {edition-Director's Cut} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv
/mnt/synology/rs-movies/King Arthur (2004),REMOVE,King Arthur (2004) {tmdb-9477} - [Bluray-1080p][DTS 5.1][x264].mkv,3973,1080p/Bluray/DTS/AVC,12.32,/mnt/synology/rs-movies/King Arthur (2004)/King Arthur (2004) {tmdb-9477} - [Bluray-1080p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/Kraven the Hunter (2024),KEEP,Kraven the Hunter (2024) {tmdb-539972} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-PirateM.mkv,4242,1080p/Bluray/TrueHD Atmos/AVC,9.26,/mnt/synology/rs-movies/Kraven the Hunter (2024)/Kraven the Hunter (2024) {tmdb-539972} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-PirateM.mkv
/mnt/synology/rs-movies/Kraven the Hunter (2024),REMOVE,Kraven the Hunter (2024) {tmdb-539972} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv,3372,1080p/WEBDL/DD+/AVC,7.24,/mnt/synology/rs-movies/Kraven the Hunter (2024)/Kraven the Hunter (2024) {tmdb-539972} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv
/mnt/synology/rs-movies/L.A. Confidential (1997),KEEP,L.A. Confidential (1997) {tmdb-2118} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,3971,1080p/Bluray/DD+/AVC,17.18,/mnt/synology/rs-movies/L.A. Confidential (1997)/L.A. Confidential (1997) {tmdb-2118} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv
/mnt/synology/rs-movies/L.A. Confidential (1997),REMOVE,L.A. Confidential (1997) {tmdb-2118} - [Bluray-1080p][AC3 5.1][x264].mkv,3880,1080p/Bluray/DD/AVC,13.06,/mnt/synology/rs-movies/L.A. Confidential (1997)/L.A. Confidential (1997) {tmdb-2118} - [Bluray-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/La La Land (2016),KEEP,La La Land (2016) {tmdb-313369} - [Bluray-1080p][EAC3 Atmos 7.1][HDR10][x265]-NCmt.mkv,4666,1080p/Bluray/Atmos/HDR10/HEVC,16.67,/mnt/synology/rs-movies/La La Land (2016)/La La Land (2016) {tmdb-313369} - [Bluray-1080p][EAC3 Atmos 7.1][HDR10][x265]-NCmt.mkv
/mnt/synology/rs-movies/La La Land (2016),REMOVE,La La Land (2016) {tmdb-313369} - [Bluray-1080p][AC3 5.1][x264]-LoRD.mkv,3900,1080p/Bluray/DD/AVC,15.03,/mnt/synology/rs-movies/La La Land (2016)/La La Land (2016) {tmdb-313369} - [Bluray-1080p][AC3 5.1][x264]-LoRD.mkv
/mnt/synology/rs-movies/Lady and the Tramp II Scamps Adventure (2001),KEEP,Lady and the Tramp II Scamps Adventure (2001) {tmdb-18269} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,3903,1080p/Bluray/DTS/AVC,5.32,/mnt/synology/rs-movies/Lady and the Tramp II Scamps Adventure (2001)/Lady and the Tramp II Scamps Adventure (2001) {tmdb-18269} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv
/mnt/synology/rs-movies/Lady and the Tramp II Scamps Adventure (2001),REMOVE,Lady and the Tramp II Scamps Adventure (2001) {tmdb-18269} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,3900,1080p/Bluray/DTS/AVC,5.04,/mnt/synology/rs-movies/Lady and the Tramp II Scamps Adventure (2001)/Lady and the Tramp II Scamps Adventure (2001) {tmdb-18269} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
/mnt/synology/rs-movies/Land of Bad (2024),KEEP,Land of Bad (2024) {tmdb-969492} - [Hybrid][Bluray-1080p][EAC3 5.1][DV HDR10Plus][x265]-HiDt.mkv,4516,1080p/Bluray/DD+/DV HDR10/HEVC,16.68,/mnt/synology/rs-movies/Land of Bad (2024)/Land of Bad (2024) {tmdb-969492} - [Hybrid][Bluray-1080p][EAC3 5.1][DV HDR10Plus][x265]-HiDt.mkv
/mnt/synology/rs-movies/Land of Bad (2024),REMOVE,Land of Bad (2024) {tmdb-969492} - [WEBDL-1080p Proper][EAC3 5.1][h264]-RABBITS.mkv,3374,1080p/WEBDL/DD+/AVC,7.40,/mnt/synology/rs-movies/Land of Bad (2024)/Land of Bad (2024) {tmdb-969492} - [WEBDL-1080p Proper][EAC3 5.1][h264]-RABBITS.mkv
/mnt/synology/rs-movies/Last Breath (2025),KEEP,Last Breath (2025) {tmdb-972533} - [Bluray-1080p][TrueHD 5.1][x264]-KNiVES.mkv,4250,1080p/Bluray/TrueHD/AVC,15.07,/mnt/synology/rs-movies/Last Breath (2025)/Last Breath (2025) {tmdb-972533} - [Bluray-1080p][TrueHD 5.1][x264]-KNiVES.mkv
/mnt/synology/rs-movies/Last Breath (2025),REMOVE,Last Breath (2025) {tmdb-972533} - [MA][WEBDL-1080p Proper][EAC3 Atmos 5.1][x264]-BYNDR.mkv,3705,1080p/WEBDL/Atmos/AVC,5.57,/mnt/synology/rs-movies/Last Breath (2025)/Last Breath (2025) {tmdb-972533} - [MA][WEBDL-1080p Proper][EAC3 Atmos 5.1][x264]-BYNDR.mkv
/mnt/synology/rs-movies/Little Dixie (2023),KEEP,Little Dixie (2023) {tmdb-1058949} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3370,1080p/WEBDL/DD+/AVC,7.01,/mnt/synology/rs-movies/Little Dixie (2023)/Little Dixie (2023) {tmdb-1058949} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
/mnt/synology/rs-movies/Little Dixie (2023),REMOVE,Little Dixie (2023) {tmdb-1058949} - [WEBRip-1080p][AAC 5.1][x264]-AOC.mkv,3022,1080p/WEBRip/AAC/AVC,2.23,/mnt/synology/rs-movies/Little Dixie (2023)/Little Dixie (2023) {tmdb-1058949} - [WEBRip-1080p][AAC 5.1][x264]-AOC.mkv
/mnt/synology/rs-movies/Live and Let Die (1973),KEEP,Live and Let Die (1973) {tmdb-253} - [Bluray-1080p][DTS 5.1][x264]-NTb.mkv,4005,1080p/Bluray/DTS/AVC,15.50,/mnt/synology/rs-movies/Live and Let Die (1973)/Live and Let Die (1973) {tmdb-253} - [Bluray-1080p][DTS 5.1][x264]-NTb.mkv
/mnt/synology/rs-movies/Live and Let Die (1973),REMOVE,Live and Let Die (1973) {tmdb-253} - [Bluray-1080p][AC3 5.1][x265].mkv,3439,1080p/Bluray/DD/HEVC,4.00,/mnt/synology/rs-movies/Live and Let Die (1973)/Live and Let Die (1973) {tmdb-253} - [Bluray-1080p][AC3 5.1][x265].mkv
/mnt/synology/rs-movies/Luckiest Girl Alive (2022),KEEP,Luckiest Girl Alive (2022) {tmdb-799546} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV][HEVC]-FLUX.mkv,4175,1080p/WEBDL/Atmos/DV/HEVC,2.53,/mnt/synology/rs-movies/Luckiest Girl Alive (2022)/Luckiest Girl Alive (2022) {tmdb-799546} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV][HEVC]-FLUX.mkv
/mnt/synology/rs-movies/Luckiest Girl Alive (2022),REMOVE,Luckiest Girl Alive (2022) {tmdb-799546} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,3701,1080p/WEBDL/Atmos/AVC,5.19,/mnt/synology/rs-movies/Luckiest Girl Alive (2022)/Luckiest Girl Alive (2022) {tmdb-799546} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv
/mnt/synology/rs-movies/MLK FBI (2020),KEEP,MLK FBI (2020) {tmdb-728868} - [Bluray-1080p][DTS-HD MA 5.1][x264]-SCARE.mkv,4179,1080p/Bluray/DTS-HD MA/AVC,12.97,/mnt/synology/rs-movies/MLK FBI (2020)/MLK FBI (2020) {tmdb-728868} - [Bluray-1080p][DTS-HD MA 5.1][x264]-SCARE.mkv
/mnt/synology/rs-movies/MLK FBI (2020),REMOVE,MLK FBI (2020) {tmdb-728868} - [WEBDL-1080p][EAC3 5.1][h264]-ISA.mkv,3369,1080p/WEBDL/DD+/AVC,6.99,/mnt/synology/rs-movies/MLK FBI (2020)/MLK FBI (2020) {tmdb-728868} - [WEBDL-1080p][EAC3 5.1][h264]-ISA.mkv
/mnt/synology/rs-movies/Madagascar 3 Europes Most Wanted (2012),KEEP,Madagascar 3 Europes Most Wanted (2012) {tmdb-80321} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3836,1080p/Bluray/DD/AVC,8.66,/mnt/synology/rs-movies/Madagascar 3 Europes Most Wanted (2012)/Madagascar 3 Europes Most Wanted (2012) {tmdb-80321} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv
/mnt/synology/rs-movies/Madagascar 3 Europes Most Wanted (2012),REMOVE,Madagascar 3 Europes Most Wanted (2012) {tmdb-80321} - [WEBDL-1080p][AC3 5.1][h264]-CiNEMiX.mkv,3292,1080p/WEBDL/DD/AVC,4.24,/mnt/synology/rs-movies/Madagascar 3 Europes Most Wanted (2012)/Madagascar 3 Europes Most Wanted (2012) {tmdb-80321} - [WEBDL-1080p][AC3 5.1][h264]-CiNEMiX.mkv
/mnt/synology/rs-movies/Maestro (2023),KEEP,Maestro (2023) {tmdb-523607} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV][h265]-Kitsune.mkv,4186,1080p/WEBDL/Atmos/DV/HEVC,3.69,/mnt/synology/rs-movies/Maestro (2023)/Maestro (2023) {tmdb-523607} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV][h265]-Kitsune.mkv
/mnt/synology/rs-movies/Maestro (2023),REMOVE,Maestro (2023) {tmdb-523607} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-playWEB.mkv,3726,1080p/WEBDL/Atmos/AVC,7.62,/mnt/synology/rs-movies/Maestro (2023)/Maestro (2023) {tmdb-523607} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-playWEB.mkv
/mnt/synology/rs-movies/Meet Dave (2008),KEEP,Meet Dave (2008) {tmdb-11260} - [Bluray-1080p][DTS-HD MA 5.1][h264]-PRiSTiNE.mkv,4250,1080p/Bluray/DTS-HD MA/AVC,25.22,/mnt/synology/rs-movies/Meet Dave (2008)/Meet Dave (2008) {tmdb-11260} - [Bluray-1080p][DTS-HD MA 5.1][h264]-PRiSTiNE.mkv
/mnt/synology/rs-movies/Meet Dave (2008),REMOVE,Meet Dave (2008) {tmdb-11260} - [Bluray-1080p][EAC3 7.1][x264]-NZT.mkv,3930,1080p/Bluray/DD+/AVC,13.06,/mnt/synology/rs-movies/Meet Dave (2008)/Meet Dave (2008) {tmdb-11260} - [Bluray-1080p][EAC3 7.1][x264]-NZT.mkv
/mnt/synology/rs-movies/Midnight Cowboy (1969),KEEP,Midnight Cowboy (1969) {tmdb-3116} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Grym.MKV,4195,1080p/Bluray/DTS-HD MA/AVC,14.58,/mnt/synology/rs-movies/Midnight Cowboy (1969)/Midnight Cowboy (1969) {tmdb-3116} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Grym.MKV
/mnt/synology/rs-movies/Midnight Cowboy (1969),REMOVE,Midnight Cowboy (1969) {tmdb-3116} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,3983,1080p/Bluray/DTS/AVC,13.35,/mnt/synology/rs-movies/Midnight Cowboy (1969)/Midnight Cowboy (1969) {tmdb-3116} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv
/mnt/synology/rs-movies/Mission Impossible II (2000),KEEP,Mission Impossible II (2000) {tmdb-955} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-NCmt.mkv,4350,1080p/Bluray/DD+/HDR10/HEVC,26.24,/mnt/synology/rs-movies/Mission Impossible II (2000)/Mission Impossible II (2000) {tmdb-955} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-NCmt.mkv
/mnt/synology/rs-movies/Mission Impossible II (2000),REMOVE,Mission Impossible II (2000) {tmdb-955} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3909,1080p/Bluray/DD+/AVC,10.93,/mnt/synology/rs-movies/Mission Impossible II (2000)/Mission Impossible II (2000) {tmdb-955} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
/mnt/synology/rs-movies/Monster Island (2017),KEEP,Monster Island (2017) {tmdb-420279} - [Bluray-1080p][DTS 5.1][x264]-GUACAMOLE.mkv,3915,1080p/Bluray/DTS/AVC,6.56,/mnt/synology/rs-movies/Monster Island (2017)/Monster Island (2017) {tmdb-420279} - [Bluray-1080p][DTS 5.1][x264]-GUACAMOLE.mkv
/mnt/synology/rs-movies/Monster Island (2017),REMOVE,Monster Island (2017) {tmdb-420279} - [WEBDL-1080p][AC3 5.1][x264]-strife.mkv,3282,1080p/WEBDL/DD/AVC,3.22,/mnt/synology/rs-movies/Monster Island (2017)/Monster Island (2017) {tmdb-420279} - [WEBDL-1080p][AC3 5.1][x264]-strife.mkv
/mnt/synology/rs-movies/Monsters Ball (2001),KEEP,Monsters Ball (2001) {tmdb-1365} - [Bluray-1080p][DTS 5.1][x264]-MCR.mkv,3937,1080p/Bluray/DTS/AVC,8.75,/mnt/synology/rs-movies/Monsters Ball (2001)/Monsters Ball (2001) {tmdb-1365} - [Bluray-1080p][DTS 5.1][x264]-MCR.mkv
/mnt/synology/rs-movies/Monsters Ball (2001),REMOVE,Monsters Ball (2001) {tmdb-1365} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,3817,1080p/Bluray/DD/AVC,6.77,/mnt/synology/rs-movies/Monsters Ball (2001)/Monsters Ball (2001) {tmdb-1365} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4
/mnt/synology/rs-movies/Noah (2014),KEEP,Noah (2014) {tmdb-86834} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,4015,1080p/Bluray/DTS/AVC,16.55,/mnt/synology/rs-movies/Noah (2014)/Noah (2014) {tmdb-86834} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv
/mnt/synology/rs-movies/Noah (2014),REMOVE,Noah (2014) {tmdb-86834} - [Bluray-1080p][AC3 5.1][x264].mkv,3848,1080p/Bluray/DD/AVC,9.84,/mnt/synology/rs-movies/Noah (2014)/Noah (2014) {tmdb-86834} - [Bluray-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/Nosferatu (2024),KEEP,Nosferatu (2024) {tmdb-426063} - {edition-Extended} [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,4298,1080p/Bluray/TrueHD Atmos/AVC,14.86,/mnt/synology/rs-movies/Nosferatu (2024)/Nosferatu (2024) {tmdb-426063} - {edition-Extended} [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv
/mnt/synology/rs-movies/Nosferatu (2024),REMOVE,Nosferatu (2024) {tmdb-426063} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv,3387,1080p/WEBDL/DD+/AVC,8.76,/mnt/synology/rs-movies/Nosferatu (2024)/Nosferatu (2024) {tmdb-426063} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv
/mnt/synology/rs-movies/Old Guy (2024),KEEP,Old Guy (2024) {tmdb-1077782} - [Bluray-1080p][EAC3 5.1][x264]-HiDt.mkv,3876,1080p/Bluray/DD+/AVC,7.69,/mnt/synology/rs-movies/Old Guy (2024)/Old Guy (2024) {tmdb-1077782} - [Bluray-1080p][EAC3 5.1][x264]-HiDt.mkv
/mnt/synology/rs-movies/Old Guy (2024),REMOVE,Old Guy (2024) {tmdb-1077782} - [WEBDL-1080p][AC3 5.1][h264]-KBOX.mkv,3295,1080p/WEBDL/DD/AVC,4.57,/mnt/synology/rs-movies/Old Guy (2024)/Old Guy (2024) {tmdb-1077782} - [WEBDL-1080p][AC3 5.1][h264]-KBOX.mkv
/mnt/synology/rs-movies/Oliver! (1968),KEEP,Oliver! (1968) {tmdb-17917} - [Hybrid][Bluray-1080p][EAC3 7.1][DV HDR10][x265]-PTer.mkv,4550,1080p/Bluray/DD+/DV HDR10/HEVC,23.97,/mnt/synology/rs-movies/Oliver! (1968)/Oliver! (1968) {tmdb-17917} - [Hybrid][Bluray-1080p][EAC3 7.1][DV HDR10][x265]-PTer.mkv
/mnt/synology/rs-movies/Oliver! (1968),REMOVE,Oliver! (1968) {tmdb-17917} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,4050,1080p/Bluray/DTS/AVC,21.50,/mnt/synology/rs-movies/Oliver! (1968)/Oliver! (1968) {tmdb-17917} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
/mnt/synology/rs-movies/On the Rocks (2020),KEEP,On the Rocks (2020) {tmdb-575417} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,3923,1080p/Bluray/DD+/AVC,12.37,/mnt/synology/rs-movies/On the Rocks (2020)/On the Rocks (2020) {tmdb-575417} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv
/mnt/synology/rs-movies/On the Rocks (2020),REMOVE,On the Rocks (2020) {tmdb-575417} - [WEBRip-1080p][DTS-HD MA 5.1][h264]-CREATiVE24.mkv,3479,1080p/WEBRip/DTS-HD MA/AVC,12.93,/mnt/synology/rs-movies/On the Rocks (2020)/On the Rocks (2020) {tmdb-575417} - [WEBRip-1080p][DTS-HD MA 5.1][h264]-CREATiVE24.mkv
/mnt/synology/rs-movies/Once Upon a Time. in Hollywood (2019),KEEP,Once Upon a Time. in Hollywood (2019) {tmdb-466272} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3943,1080p/Bluray/DD+/AVC,14.30,/mnt/synology/rs-movies/Once Upon a Time. in Hollywood (2019)/Once Upon a Time. in Hollywood (2019) {tmdb-466272} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
/mnt/synology/rs-movies/Once Upon a Time. in Hollywood (2019),REMOVE,Once Upon a Time. in Hollywood (2019) {tmdb-466272} - [WEBDL-1080p][AC3 5.1][x264].mkv,3325,1080p/WEBDL/DD/AVC,7.53,/mnt/synology/rs-movies/Once Upon a Time. in Hollywood (2019)/Once Upon a Time. in Hollywood (2019) {tmdb-466272} - [WEBDL-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/Over the Moon (2020),KEEP,Over the Moon (2020) {tmdb-560050} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-NINJACENTRAL.mkv,3692,1080p/WEBDL/Atmos/AVC,4.30,/mnt/synology/rs-movies/Over the Moon (2020)/Over the Moon (2020) {tmdb-560050} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-NINJACENTRAL.mkv
/mnt/synology/rs-movies/Over the Moon (2020),REMOVE,Over the Moon (2020) {tmdb-560050} - [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv,3692,1080p/WEBDL/Atmos/AVC,4.29,/mnt/synology/rs-movies/Over the Moon (2020)/Over the Moon (2020) {tmdb-560050} - [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv
/mnt/synology/rs-movies/Pacific Rim Uprising (2018),KEEP,Pacific Rim Uprising (2018) {tmdb-268896} - [Bluray-1080p][EAC3 Atmos 7.1][DV HDR10][x265]-DON.mkv,4900,1080p/Bluray/Atmos/DV HDR10/HEVC,20.79,/mnt/synology/rs-movies/Pacific Rim Uprising (2018)/Pacific Rim Uprising (2018) {tmdb-268896} - [Bluray-1080p][EAC3 Atmos 7.1][DV HDR10][x265]-DON.mkv
/mnt/synology/rs-movies/Pacific Rim Uprising (2018),REMOVE,Pacific Rim Uprising (2018) {tmdb-268896} - [Bluray-1080p][AC3 5.1][x264].mkv,3899,1080p/Bluray/DD/AVC,14.99,/mnt/synology/rs-movies/Pacific Rim Uprising (2018)/Pacific Rim Uprising (2018) {tmdb-268896} - [Bluray-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/Passages (2023),KEEP,Passages (2023) {tmdb-898673} - [Bluray-1080p][DTS-HD MA 5.1][x264]-PiTBULL.mkv,4165,1080p/Bluray/DTS-HD MA/AVC,11.53,/mnt/synology/rs-movies/Passages (2023)/Passages (2023) {tmdb-898673} - [Bluray-1080p][DTS-HD MA 5.1][x264]-PiTBULL.mkv
/mnt/synology/rs-movies/Passages (2023),REMOVE,Passages (2023) {tmdb-898673} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-XEBEC.mkv,3362,1080p/WEBDL/DD+/AVC,6.20,/mnt/synology/rs-movies/Passages (2023)/Passages (2023) {tmdb-898673} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-XEBEC.mkv
/mnt/synology/rs-movies/Pitch Black (2000),KEEP,Pitch Black (2000) {tmdb-2787} - {edition-Directors Cut} [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,4804,1080p/Bluray/Atmos/DV HDR10/HEVC,10.47,/mnt/synology/rs-movies/Pitch Black (2000)/Pitch Black (2000) {tmdb-2787} - {edition-Directors Cut} [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv
/mnt/synology/rs-movies/Pitch Black (2000),REMOVE,Pitch Black (2000) {tmdb-2787} - {edition-Director's Cut} [Bluray-1080p][EAC3 5.1][HDR10][x265]-DON.mkv,4350,1080p/Bluray/DD+/HDR10/HEVC,20.06,/mnt/synology/rs-movies/Pitch Black (2000)/Pitch Black (2000) {tmdb-2787} - {edition-Director's Cut} [Bluray-1080p][EAC3 5.1][HDR10][x265]-DON.mkv
/mnt/synology/rs-movies/Pontypool (2009),KEEP,Pontypool (2009) {tmdb-23963} - [Bluray-1080p][DTS 5.1][x264]-MaG.mkv,3934,1080p/Bluray/DTS/AVC,8.50,/mnt/synology/rs-movies/Pontypool (2009)/Pontypool (2009) {tmdb-23963} - [Bluray-1080p][DTS 5.1][x264]-MaG.mkv
/mnt/synology/rs-movies/Pontypool (2009),REMOVE,Pontypool (2009) {tmdb-23963} - [Bluray-1080p][DTS 5.1][x264]-thugline.mkv,3915,1080p/Bluray/DTS/AVC,6.56,/mnt/synology/rs-movies/Pontypool (2009)/Pontypool (2009) {tmdb-23963} - [Bluray-1080p][DTS 5.1][x264]-thugline.mkv
/mnt/synology/rs-movies/Prey (2022),KEEP,Prey (2022) {tmdb-766507} - [Bluray-1080p Proper][TrueHD Atmos 7.1][x264]-Xewdy.mkv,4282,1080p/Bluray/TrueHD Atmos/AVC,13.24,/mnt/synology/rs-movies/Prey (2022)/Prey (2022) {tmdb-766507} - [Bluray-1080p Proper][TrueHD Atmos 7.1][x264]-Xewdy.mkv
/mnt/synology/rs-movies/Prey (2022),REMOVE,Prey (2022) {tmdb-766507} - [Bluray-1080p][EAC3 7.1][x264]-HiDt.mkv,3889,1080p/Bluray/DD+/AVC,8.98,/mnt/synology/rs-movies/Prey (2022)/Prey (2022) {tmdb-766507} - [Bluray-1080p][EAC3 7.1][x264]-HiDt.mkv
/mnt/synology/rs-movies/Rambo First Blood Part II (1985),KEEP,Rambo First Blood Part II (1985) {tmdb-1369} - {edition-Remastered} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3884,1080p/Bluray/DD+/AVC,8.47,/mnt/synology/rs-movies/Rambo First Blood Part II (1985)/Rambo First Blood Part II (1985) {tmdb-1369} - {edition-Remastered} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
/mnt/synology/rs-movies/Rambo First Blood Part II (1985),REMOVE,Rambo First Blood Part II (1985) {tmdb-1369} - [PMTP][WEBDL-1080p][EAC3 5.1][x264]-GRiMM.mkv,3330,1080p/WEBDL/DD+/AVC,3.09,/mnt/synology/rs-movies/Rambo First Blood Part II (1985)/Rambo First Blood Part II (1985) {tmdb-1369} - [PMTP][WEBDL-1080p][EAC3 5.1][x264]-GRiMM.mkv
/mnt/synology/rs-movies/Redemption (2013),KEEP,Redemption (2013) {tmdb-271779} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,3951,1080p/Bluray/DTS/AVC,10.17,/mnt/synology/rs-movies/Redemption (2013)/Redemption (2013) {tmdb-271779} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv
/mnt/synology/rs-movies/Redemption (2013),REMOVE,Redemption (2013) {tmdb-271779} - [Bluray-720p][DTS 5.1][x264].mkv,1893,720p/Bluray/DTS/AVC,4.37,/mnt/synology/rs-movies/Redemption (2013)/Redemption (2013) {tmdb-271779} - [Bluray-720p][DTS 5.1][x264].mkv
