Group,Action,File,Score,Quality,Size_GB,Path
Anne with an E (2017) {tvdb-322971}/Season 01/S01E07,KEEP,Anne with an E (2017) - S01E07 - Wherever You Are is My Home [Bluray-1080p][AC3 5.1][x264]-iNGOT.mkv,3276,1080p/Bluray/DD/AVC,2.64,/mnt/synology/rs-tv/Anne with an E (2017) {tvdb-322971}/Season 01/Anne with an E (2017) - S01E07 - Wherever You Are is My Home [Bluray-1080p][AC3 5.1][x264]-iNGOT.mkv
Anne with an E (2017) {tvdb-322971}/Season 01/S01E07,REMOVE,Anne with an E (2017) - S01E07 - Wherever You Are is My Home [Bluray-1080p][AC3 5.1][x264].mkv,3276,1080p/Bluray/DD/AVC,2.64,/mnt/synology/rs-tv/Anne with an E (2017) {tvdb-322971}/Season 01/Anne with an E (2017) - S01E07 - Wherever You Are is My Home [Bluray-1080p][AC3 5.1][x264].mkv
Bel-Air (2022) {tvdb-388151}/Season 01/S01E01,KEEP,Bel-Air (2022) - S01E01 - Dreams and Nightmares [WEBDL-1080p][EAC3 5.1][h264]-NTb.mkv,3538,1080p/WEBDL/DD+/AVC,3.87,/mnt/synology/rs-tv/Bel-Air (2022) {tvdb-388151}/Season 01/Bel-Air (2022) - S01E01 - Dreams and Nightmares [WEBDL-1080p][EAC3 5.1][h264]-NTb.mkv
Bel-Air (2022) {tvdb-388151}/Season 01/S01E01,REMOVE,Bel-Air (2022) - S01E01 - Dreams and Nightmares [WEBDL-1080p Proper][EAC3 5.1][x264]-NTb.mkv,3533,1080p/WEBDL/DD+/AVC,3.36,/mnt/synology/rs-tv/Bel-Air (2022) {tvdb-388151}/Season 01/Bel-Air (2022) - S01E01 - Dreams and Nightmares [WEBDL-1080p Proper][EAC3 5.1][x264]-NTb.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E02,KEEP,Black Mirror (2011) - S07E02 - Bête Noire [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1857,720p/WEBDL/Atmos/AVC,0.74,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E02 - Bête Noire [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E02,REMOVE,Black Mirror (2011) - S07E02 - Bête Noire [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1857,720p/WEBDL/Atmos/AVC,0.74,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E02 - Bête Noire [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E03,KEEP,Black Mirror (2011) - S07E03 - Hotel Reverie [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1859,720p/WEBDL/Atmos/AVC,0.98,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E03 - Hotel Reverie [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E03,REMOVE,Black Mirror (2011) - S07E03 - Hotel Reverie [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1859,720p/WEBDL/Atmos/AVC,0.98,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E03 - Hotel Reverie [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E04,KEEP,Black Mirror (2011) - S07E04 - Plaything [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1859,720p/WEBDL/Atmos/AVC,0.91,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E04 - Plaything [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E04,REMOVE,Black Mirror (2011) - S07E04 - Plaything [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1859,720p/WEBDL/Atmos/AVC,0.91,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E04 - Plaything [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E05,KEEP,Black Mirror (2011) - S07E05 - Eulogy [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1855,720p/WEBDL/Atmos/AVC,0.57,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E05 - Eulogy [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E05,REMOVE,Black Mirror (2011) - S07E05 - Eulogy [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1855,720p/WEBDL/Atmos/AVC,0.57,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E05 - Eulogy [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E06,KEEP,Black Mirror (2011) - S07E06 - USS Callister Into Infinity [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1866,720p/WEBDL/Atmos/AVC,1.66,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E06 - USS Callister Into Infinity [WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Black Mirror (2011) {tvdb-253463}/Season 07/S07E06,REMOVE,Black Mirror (2011) - S07E06 - USS Callister Into Infinity [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv,1866,720p/WEBDL/Atmos/AVC,1.66,/mnt/synology/rs-tv/Black Mirror (2011) {tvdb-253463}/Season 07/Black Mirror (2011) - S07E06 - USS Callister Into Infinity [NF][WEBDL-720p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Bob's Burgers (2011) {tvdb-194031}/Season 16/S16E10,KEEP,Bob's Burgers (2011) - S16E10 - Heist Things Are Heist [DSNP][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3505,1080p/WEBDL/DD+/AVC,0.51,/mnt/synology/rs-tv/Bob's Burgers (2011) {tvdb-194031}/Season 16/Bob's Burgers (2011) - S16E10 - Heist Things Are Heist [DSNP][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Bob's Burgers (2011) {tvdb-194031}/Season 16/S16E10,REMOVE,Bob's Burgers (2011) - S16E10 - Heist Things Are Heist [[Trash] Release Sources (Streaming Service)_25_3 Release Sources (Streaming Service)_22_1][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3505,1080p/WEBDL/DD+/AVC,0.51,/mnt/synology/rs-tv/Bob's Burgers (2011) {tvdb-194031}/Season 16/Bob's Burgers (2011) - S16E10 - Heist Things Are Heist [[Trash] Release Sources (Streaming Service)_25_3 Release Sources (Streaming Service)_22_1][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/S01E01,KEEP,Challenger - The Final Flight (2020) - S01E01 - Space for Everyone [NF][WEBDL-1080p][EAC3 5.1][x264]-BTN.mkv,3520,1080p/WEBDL/DD+/AVC,2.04,/mnt/synology/rs-tv/Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/Challenger - The Final Flight (2020) - S01E01 - Space for Everyone [NF][WEBDL-1080p][EAC3 5.1][x264]-BTN.mkv
Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/S01E01,REMOVE,Challenger - The Final Flight (2020) - S01E01 - Space for Everyone [WEBDL-1080p][EAC3 5.1][x264].mkv,3520,1080p/WEBDL/DD+/AVC,2.04,/mnt/synology/rs-tv/Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/Challenger - The Final Flight (2020) - S01E01 - Space for Everyone [WEBDL-1080p][EAC3 5.1][x264].mkv
Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/S01E02,KEEP,Challenger - The Final Flight (2020) - S01E02 - HELP! [WEBDL-1080p][EAC3 5.1][x264].mkv,3523,1080p/WEBDL/DD+/AVC,2.33,/mnt/synology/rs-tv/Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/Challenger - The Final Flight (2020) - S01E02 - HELP! [WEBDL-1080p][EAC3 5.1][x264].mkv
Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/S01E02,REMOVE,Challenger - The Final Flight (2020) - S01E02 - HELP! [NF][WEBDL-1080p][EAC3 5.1][x264]-BTN.mkv,3523,1080p/WEBDL/DD+/AVC,2.33,/mnt/synology/rs-tv/Challenger - The Final Flight (2020) {tvdb-387206}/Season 01/Challenger - The Final Flight (2020) - S01E02 - HELP! [NF][WEBDL-1080p][EAC3 5.1][x264]-BTN.mkv
Creepshow (2019) {tvdb-364865}/Season 01/S01E03,KEEP,Creepshow (2019) - S01E03 - All Hallows Eve The Man in the Suitcase [AMZN][WEBDL-1080p][EAC3 2.0][h264]-NTG.mkv,3528,1080p/WEBDL/DD+/AVC,2.85,/mnt/synology/rs-tv/Creepshow (2019) {tvdb-364865}/Season 01/Creepshow (2019) - S01E03 - All Hallows Eve The Man in the Suitcase [AMZN][WEBDL-1080p][EAC3 2.0][h264]-NTG.mkv
Creepshow (2019) {tvdb-364865}/Season 01/S01E03,REMOVE,Creepshow (2019) - S01E03 - All Hallows Eve The Man in the Suitcase [WEBRip-1080p][EAC3 5.1][h265].mkv,2764,1080p/WEBRip/DD+/HEVC,1.44,/mnt/synology/rs-tv/Creepshow (2019) {tvdb-364865}/Season 01/Creepshow (2019) - S01E03 - All Hallows Eve The Man in the Suitcase [WEBRip-1080p][EAC3 5.1][h265].mkv
Cross (2024) {tvdb-426501}/Season 01/S01E01,KEEP,Cross (2024) - S01E01 - Hero Complex [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3868,1080p/WEBDL/Atmos/AVC,1.87,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E01 - Hero Complex [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E01,REMOVE,Cross (2024) - S01E01 - Hero Complex [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2661,1080p/WEBRip/AAC/HEVC,1.15,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E01 - Hero Complex [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E02,KEEP,Cross (2024) - S01E02 - Ride the White Horsey [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3866,1080p/WEBDL/Atmos/AVC,1.67,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E02 - Ride the White Horsey [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E02,REMOVE,Cross (2024) - S01E02 - Ride the White Horsey [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2659,1080p/WEBRip/AAC/HEVC,0.98,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E02 - Ride the White Horsey [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E03,KEEP,Cross (2024) - S01E03 - The Good Book [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3868,1080p/WEBDL/Atmos/AVC,1.81,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E03 - The Good Book [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E03,REMOVE,Cross (2024) - S01E03 - The Good Book [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2660,1080p/WEBRip/AAC/HEVC,1.08,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E03 - The Good Book [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E04,KEEP,Cross (2024) - S01E04 - Masks [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3869,1080p/WEBDL/Atmos/AVC,1.96,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E04 - Masks [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E04,REMOVE,Cross (2024) - S01E04 - Masks [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2660,1080p/WEBRip/AAC/HEVC,1.06,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E04 - Masks [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E05,KEEP,Cross (2024) - S01E05 - What Happens At Ramsey's [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3864,1080p/WEBDL/Atmos/AVC,1.47,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E05 - What Happens At Ramsey's [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E05,REMOVE,Cross (2024) - S01E05 - What Happens At Ramsey's [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2659,1080p/WEBRip/AAC/HEVC,0.94,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E05 - What Happens At Ramsey's [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E06,KEEP,Cross (2024) - S01E06 - A Bang Not A Whimper [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3867,1080p/WEBDL/Atmos/AVC,1.78,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E06 - A Bang Not A Whimper [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E06,REMOVE,Cross (2024) - S01E06 - A Bang Not A Whimper [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2659,1080p/WEBRip/AAC/HEVC,0.99,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E06 - A Bang Not A Whimper [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E07,KEEP,Cross (2024) - S01E07 - Happy Birthday [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3869,1080p/WEBDL/Atmos/AVC,1.91,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E07 - Happy Birthday [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E07,REMOVE,Cross (2024) - S01E07 - Happy Birthday [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2661,1080p/WEBRip/AAC/HEVC,1.10,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E07 - Happy Birthday [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Cross (2024) {tvdb-426501}/Season 01/S01E08,KEEP,Cross (2024) - S01E08 - You Had Me At Motherfucker [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3872,1080p/WEBDL/Atmos/AVC,2.22,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E08 - You Had Me At Motherfucker [WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
Cross (2024) {tvdb-426501}/Season 01/S01E08,REMOVE,Cross (2024) - S01E08 - You Had Me At Motherfucker [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4,2661,1080p/WEBRip/AAC/HEVC,1.13,/mnt/synology/rs-tv/Cross (2024) {tvdb-426501}/Season 01/Cross (2024) - S01E08 - You Had Me At Motherfucker [WEBRip-1080p][AAC 5.1][x265]-KONTRAST.mp4
Dark Matter (2015) {tvdb-292174}/Season 02/S02E02,KEEP,Dark Matter (2015) - S02E02 - Kill Them All [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.87,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E02 - Kill Them All [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E02,REMOVE,Dark Matter (2015) - S02E02 - Kill Them All [[Trash] Release Sources (Streaming Service)_25_0 Release Sources (Streaming Service)_22_5][WEBDL-720p][EAC3 2.0][h264]-playWEB.mkv,1509,720p/WEBDL/DD+/AVC,0.96,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E02 - Kill Them All [[Trash] Release Sources (Streaming Service)_25_0 Release Sources (Streaming Service)_22_5][WEBDL-720p][EAC3 2.0][h264]-playWEB.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E03,KEEP,Dark Matter (2015) - S02E03 - Ive Seen the Other Side of You [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.62,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E03 - Ive Seen the Other Side of You [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E03,REMOVE,Dark Matter (2015) - S02E03 - Ive Seen the Other Side of You [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.87,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E03 - Ive Seen the Other Side of You [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E04,KEEP,Dark Matter (2015) - S02E04 - We Were Family [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.69,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E04 - We Were Family [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E04,REMOVE,Dark Matter (2015) - S02E04 - We Were Family [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.88,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E04 - We Were Family [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E05,KEEP,Dark Matter (2015) - S02E05 - We Voted Not to Space You [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.69,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E05 - We Voted Not to Space You [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E05,REMOVE,Dark Matter (2015) - S02E05 - We Voted Not to Space You [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.87,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E05 - We Voted Not to Space You [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E06,KEEP,Dark Matter (2015) - S02E06 - We Should Have Seen This Coming [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.88,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E06 - We Should Have Seen This Coming [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E06,REMOVE,Dark Matter (2015) - S02E06 - We Should Have Seen This Coming [[Trash] Release Sources (Streaming Service)_25_0 Release Sources (Streaming Service)_22_5][WEBDL-720p][EAC3 2.0][h264]-playWEB.mkv,1509,720p/WEBDL/DD+/AVC,0.97,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E06 - We Should Have Seen This Coming [[Trash] Release Sources (Streaming Service)_25_0 Release Sources (Streaming Service)_22_5][WEBDL-720p][EAC3 2.0][h264]-playWEB.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E08,KEEP,Dark Matter (2015) - S02E08 - Stuff to Steal People to Kill [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.67,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E08 - Stuff to Steal People to Kill [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E08,REMOVE,Dark Matter (2015) - S02E08 - Stuff to Steal People to Kill [WEBRip-1080p Proper][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.88,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E08 - Stuff to Steal People to Kill [WEBRip-1080p Proper][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E09,KEEP,Dark Matter (2015) - S02E09 - Going Out Fighting [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.68,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E09 - Going Out Fighting [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E09,REMOVE,Dark Matter (2015) - S02E09 - Going Out Fighting [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.87,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E09 - Going Out Fighting [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E10,KEEP,Dark Matter (2015) - S02E10 - Take the Shot [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.88,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E10 - Take the Shot [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E10,REMOVE,Dark Matter (2015) - S02E10 - Take the Shot [[Trash] Release Sources (Streaming Service)_25_0 Release Sources (Streaming Service)_22_5][WEBDL-720p][EAC3 2.0][h264]-playWEB.mkv,1508,720p/WEBDL/DD+/AVC,0.87,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E10 - Take the Shot [[Trash] Release Sources (Streaming Service)_25_0 Release Sources (Streaming Service)_22_5][WEBDL-720p][EAC3 2.0][h264]-playWEB.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E11,KEEP,Dark Matter (2015) - S02E11 - Wish Id Spaced You When I Had the Chance [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.68,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E11 - Wish Id Spaced You When I Had the Chance [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E11,REMOVE,Dark Matter (2015) - S02E11 - Wish Id Spaced You When I Had the Chance [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.87,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E11 - Wish Id Spaced You When I Had the Chance [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E12,KEEP,Dark Matter (2015) - S02E12 - Sometimes in Life You Dont Get to Choose [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.63,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E12 - Sometimes in Life You Dont Get to Choose [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E12,REMOVE,Dark Matter (2015) - S02E12 - Sometimes in Life You Dont Get to Choose [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.88,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E12 - Sometimes in Life You Dont Get to Choose [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E13,KEEP,Dark Matter (2015) - S02E13 - But First We Save the Galaxy [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv,3466,1080p/WEBDL/DD/AVC,1.65,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E13 - But First We Save the Galaxy [WEBDL-1080p Proper][AC3 5.1][h264]-VietHD.mkv
Dark Matter (2015) {tvdb-292174}/Season 02/S02E13,REMOVE,Dark Matter (2015) - S02E13 - But First We Save the Galaxy [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv,2758,1080p/WEBRip/DD+/HEVC,0.88,/mnt/synology/rs-tv/Dark Matter (2015) {tvdb-292174}/Season 02/Dark Matter (2015) - S02E13 - But First We Save the Galaxy [WEBRip-1080p][EAC3 5.1][HEVC]-d3g.mkv
Fresh Off the Boat (2015) {tvdb-281618}/Season 04/S04E05,KEEP,Fresh Off the Boat (2015) - S04E05 - Four Funerals and a Wedding [WEBDL-1080p][EAC3 5.1][x264]-TrollHD.mkv,3521,1080p/WEBDL/DD+/AVC,2.19,/mnt/synology/rs-tv/Fresh Off the Boat (2015) {tvdb-281618}/Season 04/Fresh Off the Boat (2015) - S04E05 - Four Funerals and a Wedding [WEBDL-1080p][EAC3 5.1][x264]-TrollHD.mkv
