title,filename,path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
Bumblebee (2018),Bumblebee (2018) {imdb-tt4701182} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Bumblebee (2018)/Bumblebee (2018) {imdb-tt4701182} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,32049157604,29.85,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,113.9,37.52
Kong Skull Island (2017),Kong.Skull Island.2017.2160p.UHD.BluRay.TrueHD7.1.Atmos.x265-HQMUX.mkv,/mnt/media/4K Movies/Kong Skull Island (2017)/Kong.Skull Island.2017.2160p.UHD.BluRay.TrueHD7.1.Atmos.x265-HQMUX.mkv,26161201735,24.36,2160p,3840,1600,H.265,TrueHD,,BluRay,,118.4,29.45
Star Trek First Contact (1996),Star Trek First Contact (1996) {imdb-tt0117731} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Star Trek First Contact (1996)/Star Trek First Contact (1996) {imdb-tt0117731} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,35182782033,32.77,2160p,3840,1632,H.265,TrueHD,DV HDR10,BluRay,,110.7,42.38
Alita Battle Angel (2019),Alita Battle Angel 2019 REPACK 2160p UHD BluRay HDR10+ TrueHD Atmos 7.1 x265-DON.mkv,/mnt/media/4K Movies/Alita Battle Angel (2019)/Alita Battle Angel 2019 REPACK 2160p UHD BluRay HDR10+ TrueHD Atmos 7.1 x265-DON.mkv,31571701225,29.4,2160p,3840,1608,H.265,TrueHD,HDR10+,BluRay,,122.0,34.52
Zombieland (2009),Zombieland (2009) {imdb-tt1156398} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Zombieland (2009)/Zombieland (2009) {imdb-tt1156398} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,24432710152,22.75,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,87.7,37.14
The Terminator (1984),The Terminator (1984) {imdb-tt0088247} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/media/4K Movies/The Terminator (1984)/The Terminator (1984) {imdb-tt0088247} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,42335214271,39.43,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,107.4,52.57
Master and Commander The Far Side of the World (2003),Master and Commander The Far Side of the World (2003) {imdb-tt0311113} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/media/4K Movies/Master and Commander The Far Side of the World (2003)/Master and Commander The Far Side of the World (2003) {imdb-tt0311113} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,44123422249,41.09,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,138.4,42.52
Warfare (2025),Warfare (2025) {imdb-tt31434639} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,/mnt/media/4K Movies/Warfare (2025)/Warfare (2025) {imdb-tt31434639} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,26182971447,24.38,2160p,3840,1920,H.265,TrueHD,DV HDR10,BluRay,,95.5,36.56
Superman (2025),Superman (2025) {imdb-tt5950044} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,/mnt/media/4K Movies/Superman (2025)/Superman (2025) {imdb-tt5950044} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,46678490458,43.47,2160p,3840,2024,H.265,TrueHD,DV HDR10,BluRay,,129.4,48.11
Mission Impossible 8 (2025),Mission Impossible The Final Reckoning (2025) {imdb-tt9603208} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,/mnt/media/4K Movies/Mission Impossible 8 (2025)/Mission Impossible The Final Reckoning (2025) {imdb-tt9603208} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,51222832410,47.7,2160p,3840,2024,H.265,TrueHD,DV HDR10,BluRay,,169.6,40.27
Tron (1982),Tron (1982) {imdb-tt0084827} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,/mnt/media/4K Movies/Tron (1982)/Tron (1982) {imdb-tt0084827} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,16162162646,15.05,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,95.8,22.5
The Fantastic 4 First Steps (2025),The Fantastic 4 First Steps (2025) {imdb-tt10676052} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,/mnt/media/4K Movies/The Fantastic 4 First Steps (2025)/The Fantastic 4 First Steps (2025) {imdb-tt10676052} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,24095566401,22.44,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,114.7,28.01
Terminator Dark Fate (2019),Terminator Dark Fate (2019) {imdb-tt6450804} [Bluray-2160p Proper][DV HDR10][TrueHD Atmos 7.1][x265]-DON.mkv,/mnt/media/4K Movies/Terminator Dark Fate (2019)/Terminator Dark Fate (2019) {imdb-tt6450804} [Bluray-2160p Proper][DV HDR10][TrueHD Atmos 7.1][x265]-DON.mkv,28677543469,26.71,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,128.1,29.85
1917 (2019),1917.2019.2160p.UHD.Blu-ray.Atmos.x265 - HQMUX.mkv,/mnt/media/4K Movies/1917 (2019)/1917.2019.2160p.UHD.Blu-ray.Atmos.x265 - HQMUX.mkv,34041897267,31.7,2160p,3840,1600,H.265,,,BluRay,,119.0,38.14
The Hobbit The Battle of the Five Armies (2014),The.Hobbit.The.Battle.of.the.Five.Armies.2014.Extended.Cut.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,/mnt/media/4K Movies/The Hobbit The Battle of the Five Armies (2014)/The.Hobbit.The.Battle.of.the.Five.Armies.2014.Extended.Cut.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,64520564342,60.09,2160p,3840,2160,H.265,TrueHD Atmos,DV,Remux,,164.1,52.44
Total Recall (1990),Total.Recall.1990.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,/mnt/media/4K Movies/Total Recall (1990)/Total.Recall.1990.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,53080528946,49.44,2160p,3840,2160,H.265,TrueHD Atmos,DV,Remux,,113.3,62.48
The Ten Commandments (1956),The.Ten.Commandments.1956.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HEVC.REMUX-FraMeSToR.mkv,/mnt/media/4K Movies/The Ten Commandments (1956)/The.Ten.Commandments.1956.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HEVC.REMUX-FraMeSToR.mkv,93392528172,86.98,2160p,3840,2160,H.265,DTS-HD MA,DV,Remux,,231.6,53.76
Cars (2006),Cars.2006.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv,/mnt/media/4K Movies/Cars (2006)/Cars.2006.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv,26506995128,24.69,2160p,3840,1604,H.265,TrueHD,HDR,BluRay,,116.8,30.27
Rise of the Planet of the Apes (2011),Rise of the Planet of the Apes (2011) {imdb-tt1318514} [Bluray-2160p][DV HDR10][EAC3 5.1][x265]-HONE.mkv,/mnt/media/4K Movies/Rise of the Planet of the Apes (2011)/Rise of the Planet of the Apes (2011) {imdb-tt1318514} [Bluray-2160p][DV HDR10][EAC3 5.1][x265]-HONE.mkv,19414191355,18.08,2160p,3840,1636,H.265,DD+,DV HDR10,BluRay,,104.9,24.67
Guardians of the Galaxy Vol. 3 (2023),Guardians of the Galaxy Vol. 3 (2023) {imdb-tt6791350} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/media/4K Movies/Guardians of the Galaxy Vol. 3 (2023)/Guardians of the Galaxy Vol. 3 (2023) {imdb-tt6791350} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,37259213389,34.7,2160p,3840,2024,H.265,TrueHD,DV HDR10,BluRay,,150.0,33.11
Thunderbolts- (2025),Thunderbolts- (2025) {imdb-tt20969586} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-D3US.mkv,/mnt/media/4K Movies/Thunderbolts- (2025)/Thunderbolts- (2025) {imdb-tt20969586} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-D3US.mkv,28503187952,26.55,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,126.8,29.96
What Happened to Monday (2017),What Happened to Monday (2017) {imdb-tt1536537} [Bluray-2160p][PQ][TrueHD 5.1][x265]-BEN.mkv,/mnt/media/4K Movies/What Happened to Monday (2017)/What Happened to Monday (2017) {imdb-tt1536537} [Bluray-2160p][PQ][TrueHD 5.1][x265]-BEN.mkv,26560416246,24.74,2160p,3840,1604,H.265,TrueHD,,BluRay,,123.5,28.67
Dracula (1992),Bram Stokers Dracula (1992) {imdb-tt0103874} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Dracula (1992)/Bram Stokers Dracula (1992) {imdb-tt0103874} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,65798979298,61.28,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,127.4,68.88
John Wick Chapter 3 Parabellum (2019),John.Wick.Chapter.3.Parabellum.2019.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv,/mnt/media/4K Movies/John Wick Chapter 3 Parabellum (2019)/John.Wick.Chapter.3.Parabellum.2019.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv,36121444057,33.64,2160p,3840,1600,H.265,TrueHD,HDR,BluRay,,130.8,36.83
Star Trek II The Wrath of Khan (1982),Star Trek II The Wrath of Khan (1982) {imdb-tt0084726} {edition-Theatrical Cut} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,/mnt/media/4K Movies/Star Trek II The Wrath of Khan (1982)/Star Trek II The Wrath of Khan (1982) {imdb-tt0084726} {edition-Theatrical Cut} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,16002711513,14.9,2160p,3840,2160,H.265,DD+,DV HDR10,BluRay,,113.1,18.87
A Beautiful Planet (2016),A Beautiful Planet (2016) {imdb-tt2800050} [Remux-2160p][HDR10Plus][DTS-X 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/A Beautiful Planet (2016)/A Beautiful Planet (2016) {imdb-tt2800050} [Remux-2160p][HDR10Plus][DTS-X 7.1][HEVC]-FraMeSToR.mkv,18605757846,17.33,2160p,3840,2160,H.265,DTS:X,HDR10+,Remux,,46.3,53.6
Avengers Endgame (2019),Avengers Endgame (2019) {imdb-tt4154796} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Avengers Endgame (2019)/Avengers Endgame (2019) {imdb-tt4154796} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,57877634184,53.9,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,181.2,42.59
Godzilla King of the Monsters (2019),Godzilla.King.of.the.Monsters.2019.2160p.UHD.BluRay.HDR.x265.Atmos.TrueHD7.1-HDChina.mkv,/mnt/media/4K Movies/Godzilla King of the Monsters (2019)/Godzilla.King.of.the.Monsters.2019.2160p.UHD.BluRay.HDR.x265.Atmos.TrueHD7.1-HDChina.mkv,31882560385,29.69,2160p,3840,1600,H.265,TrueHD Atmos,HDR,BluRay,,131.7,32.27
Mission Impossible II (2000),Mission.Impossible.II.2000.2160p.UHD.BluRay.HEVC.DV.TrueHD.5.1.x265-SPHD.mkv,/mnt/media/4K Movies/Mission Impossible II (2000)/Mission.Impossible.II.2000.2160p.UHD.BluRay.HEVC.DV.TrueHD.5.1.x265-SPHD.mkv,31473759544,29.31,2160p,3840,1632,H.265,TrueHD,DV,BluRay,,123.6,33.95
Deadpool (2016),Deadpool (2016) {imdb-tt1431045} [Hybrid][Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SEV.mkv,/mnt/media/4K Movies/Deadpool (2016)/Deadpool (2016) {imdb-tt1431045} [Hybrid][Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SEV.mkv,24070741571,22.42,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,108.1,29.69
Star Trek III The Search for Spock (1984),Star Trek III The Search for Spock (1984) {imdb-tt0088170} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,/mnt/media/4K Movies/Star Trek III The Search for Spock (1984)/Star Trek III The Search for Spock (1984) {imdb-tt0088170} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,14901032987,13.88,2160p,3840,1632,H.265,DD+,DV HDR10,BluRay,,105.2,18.88
Star Trek Generations (1994) {imdb-tt0111280},Star Trek Generations (1994) {imdb-tt0111280} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Star Trek Generations (1994) {imdb-tt0111280}/Star Trek Generations (1994) {imdb-tt0111280} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,29457692753,27.43,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,118.0,33.3
Spider-Man No Way Home (2021),Spider-Man No Way Home (2021) {imdb-tt10872600} [Bluray-2160p Proper][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Spider-Man No Way Home (2021)/Spider-Man No Way Home (2021) {imdb-tt10872600} [Bluray-2160p Proper][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,24335996369,22.66,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,148.2,21.9
Top Gun (1986),Top Gun (1986) {imdb-tt0092099} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,/mnt/media/4K Movies/Top Gun (1986)/Top Gun (1986) {imdb-tt0092099} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,15504896442,14.44,2160p,3840,1600,H.265,DD+,DV HDR10,BluRay,,109.4,18.89
Mission Impossible (1996),Mission Impossible (1996) {imdb-tt0117060} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Mission Impossible (1996)/Mission Impossible (1996) {imdb-tt0117060} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,34869193363,32.47,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,110.2,42.18
Alien Romulus (2024),Alien Romulus (2024) {imdb-tt18412256} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Alien Romulus (2024)/Alien Romulus (2024) {imdb-tt18412256} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,31313093181,29.16,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,119.0,35.08
Indiana Jones and the Dial of Destiny (2023),Indiana Jones and the Dial of Destiny (2023) {imdb-tt1462764} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Indiana Jones and the Dial of Destiny (2023)/Indiana Jones and the Dial of Destiny (2023) {imdb-tt1462764} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,77145319269,71.85,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,154.5,66.59
TRON Ares (2025),TRON Ares (2025) {imdb-tt6604188} - [MA][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10][h265]-BYNDR.mkv,/mnt/media/4K Movies/TRON Ares (2025)/TRON Ares (2025) {imdb-tt6604188} - [MA][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10][h265]-BYNDR.mkv,22572583032,21.02,2160p,3840,2160,H.265,DD+,DV HDR10,WEB-DL,,118.7,25.36
Extraction (2020),Extraction (2020) {imdb-tt8936646} [NF][WEBDL-2160p][DV HDR10][EAC3 Atmos 5.1][HEVC]-SiC.mkv,/mnt/media/4K Movies/Extraction (2020)/Extraction (2020) {imdb-tt8936646} [NF][WEBDL-2160p][DV HDR10][EAC3 Atmos 5.1][HEVC]-SiC.mkv,14056684678,13.09,2160p,3840,2160,H.265,DD+,DV HDR10,WEB-DL,,116.0,16.16
Extraction 2 (2023),Extraction 2 (2023) {imdb-tt12263384} [NF][WEBDL-2160p][DV HDR10][EAC3 Atmos 5.1][h265]-HONE.mkv,/mnt/media/4K Movies/Extraction 2 (2023)/Extraction 2 (2023) {imdb-tt12263384} [NF][WEBDL-2160p][DV HDR10][EAC3 Atmos 5.1][h265]-HONE.mkv,18352334997,17.09,2160p,3840,2160,H.265,DD+,DV HDR10,WEB-DL,,124.0,19.74
The Godfather Part III (1990),The Godfather Part III (1990) {imdb-tt0099674} - {edition-Directors Cut} [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,/mnt/media/4K Movies/The Godfather Part III (1990)/The Godfather Part III (1990) {imdb-tt0099674} - {edition-Directors Cut} [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,49240955052,45.86,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,170.1,38.59
Black Adam (2022),Black Adam.2022.2160p.UHD.BluRay.HDR.DoVi.TrueHD 7.1.Atmos.x265-SPHD.mkv,/mnt/media/4K Movies/Black Adam (2022)/Black Adam.2022.2160p.UHD.BluRay.HDR.DoVi.TrueHD 7.1.Atmos.x265-SPHD.mkv,33544622901,31.24,2160p,3840,1608,H.265,TrueHD,DV,BluRay,,124.9,35.82
Star Trek Insurrection (1998) {imdb-tt0120844},Star Trek Insurrection (1998) {imdb-tt0120844} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Star Trek Insurrection (1998) {imdb-tt0120844}/Star Trek Insurrection (1998) {imdb-tt0120844} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,30529617415,28.43,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,103.0,39.53
Star Trek Nemesis (2002) {imdb-tt0253754},Star Trek Nemesis (2002) {imdb-tt0253754} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Star Trek Nemesis (2002) {imdb-tt0253754}/Star Trek Nemesis (2002) {imdb-tt0253754} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,31175618190,29.03,2160p,3840,1632,H.265,TrueHD,DV HDR10,BluRay,,116.5,35.69
Cars 2 (2011),Cars 2 (2011) {imdb-tt1216475} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,/mnt/media/4K Movies/Cars 2 (2011)/Cars 2 (2011) {imdb-tt1216475} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,22714243770,21.15,2160p,3840,1604,H.265,TrueHD,HDR10,BluRay,,107.0,28.3
Brotherhood of the Wolf (2001),Brotherhood of the Wolf (2001) {imdb-tt0237534} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Brotherhood of the Wolf (2001)/Brotherhood of the Wolf (2001) {imdb-tt0237534} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,52229611749,48.64,2160p,3840,1632,H.265,TrueHD,DV HDR10,BluRay,,151.1,46.08
Jungle Cruise (2021),Jungle.Cruise.2021.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4,/mnt/media/4K Movies/Jungle Cruise (2021)/Jungle.Cruise.2021.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4,15723582906,14.64,2160p,3840,1608,H.265,DD,HDR,BluRay,,127.3,16.47
Close Encounters of the Third Kind (1977),Close Encounters of the Third Kind (1977) {imdb-tt0075860} {edition-Directors Cut} [Bluray-2160p][DV HDR10][AC3 5.1][x265]-BHDStudio.mp4,/mnt/media/4K Movies/Close Encounters of the Third Kind (1977)/Close Encounters of the Third Kind (1977) {imdb-tt0075860} {edition-Directors Cut} [Bluray-2160p][DV HDR10][AC3 5.1][x265]-BHDStudio.mp4,17159610081,15.98,2160p,3840,1604,H.265,DD,DV HDR10,BluRay,,137.2,16.67
The Lion King (2019),The Lion King (2019) {imdb-tt6105098} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-BHDStudio.mp4,/mnt/media/4K Movies/The Lion King (2019)/The Lion King (2019) {imdb-tt6105098} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-BHDStudio.mp4,14880513854,13.86,2160p,3840,2160,H.265,DD+,DV HDR10,BluRay,,118.2,16.78
